A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
41119,0.9842732669475297,41187,0.9859009957870548,41745,14428,14428,1.0,14428,0,1.0,14428,14428,14428,0,41776,68,0.1627728839525086,0.0016537367153870474,symmetric,factorized,parent_pool,14441,41776,train,589,audited_v3_bounded,existing_train_val_minocc100
133378,0.9526931950486068,133915,0.9565288819365576,95529,89913,89713,0.9977756275510772,89744,31,0.9981204052806602,89913,89713,89744,169,140001,537,0.38356868879508005,0.004026151239334823,type,factorized,parent_pool,133897,140001,train,6086,audited_v3_bounded,existing_train_val_minocc100
116415,0.8315357142857143,117528,0.8394857142857143,75188,63808,49565,0.7767834754262788,50404,839,0.789932296890672,63808,49565,50404,13404,140000,1113,0.795,0.009560623630975389,valueRequiresStatement,factorized,parent_pool,105992,140000,train,22472,audited_v3_bounded,existing_train_val_minocc100
134442,0.9602931407632803,134977,0.9641145420389854,66333,52533,52471,0.9988197894656692,52478,7,0.998953039042126,52533,52471,52478,55,140001,535,0.38214012757051735,0.003979411195906041,valueType,factorized,parent_pool,115352,140001,train,5024,audited_v3_bounded,existing_train_val_minocc100
28383,0.9403326265571164,28454,0.942684866154254,29811,23013,22902,0.9951766392908357,22930,28,0.9963933428931474,23013,22902,22930,83,30184,71,0.23522395971375562,0.002501497375189374,conflictWith,factorized,parent_pool,30178,30184,val,1730,audited_v3_bounded,existing_train_val_minocc100
66474,0.9709761762171163,66476,0.9710053899300332,68448,68153,66170,0.9709037019646971,66170,0,0.9709037019646971,68153,66170,66170,1983,68461,2,0.0029213712916843168,3.0086951289225862e-05,distinct,factorized,parent_pool,68455,68461,val,1985,audited_v3_bounded,existing_train_val_minocc100
20573,0.9789674042350702,20623,0.981346657149655,20958,18691,18691,1.0,18691,0,1.0,18691,18691,18691,0,21015,50,0.23792529145848204,0.00243036990229913,inverse,factorized,parent_pool,18744,21015,val,392,audited_v3_bounded,existing_train_val_minocc100
16482,0.5494,17127,0.5709,25259,25004,14779,0.5910654295312749,15358,579,0.6142217245240762,25004,14779,15358,9646,30000,645,2.15,0.03913360029122679,itemRequiresStatement,factorized,parent_pool,29999,30000,val,12873,audited_v3_bounded,existing_train_val_minocc100
2028,0.9859017987360233,2042,0.9927078269324259,467,448,435,0.9709821428571429,448,13,1.0,448,435,448,0,2057,14,0.6806028196402528,0.006903353057199211,oneOf,factorized,parent_pool,467,2057,val,15,audited_v3_bounded,existing_train_val_minocc100
31317,0.8719269426733859,31529,0.8778294400980037,25108,15924,15917,0.9995604119567948,15918,1,0.9996232102486813,15924,15917,15918,6,35917,212,0.5902497424617869,0.006769486221541016,single,factorized,parent_pool,27308,35917,val,4388,audited_v3_bounded,existing_train_val_minocc100
8853,0.9853088480801335,8876,0.9878686700055648,8982,3078,3078,1.0,3078,0,1.0,3078,3078,3078,0,8985,23,0.25598219254312743,0.0025979893821303514,symmetric,factorized,parent_pool,3080,8985,val,109,audited_v3_bounded,existing_train_val_minocc100
28662,0.9554,28743,0.9581,20385,19260,19220,0.9979231568016614,19225,5,0.9981827622014537,19260,19220,19225,35,30000,81,0.27,0.002826041448607913,type,factorized,parent_pool,28711,30000,val,1257,audited_v3_bounded,existing_train_val_minocc100
24991,0.8330333333333333,25211,0.8403666666666667,16275,13763,10756,0.7815156579234178,10906,150,0.7924144445251762,13763,10756,10906,2857,30000,220,0.7333333333333333,0.00880316914089072,valueRequiresStatement,factorized,parent_pool,22673,30000,val,4789,audited_v3_bounded,existing_train_val_minocc100
28807,0.9602333333333334,28941,0.9647,14279,11343,11331,0.9989420788151283,11331,0,0.9989420788151283,11343,11331,11331,12,30000,134,0.44666666666666666,0.0046516471690908456,valueType,factorized,parent_pool,24795,30000,val,1059,audited_v3_bounded,existing_train_val_minocc100
1710505,0.8951802235091799,1719857,0.9000745239936906,1531774,1323129,1220925,0.9227558310640912,1226018,5093,0.9266050400225526,1323129,1220925,1226018,97111,1910794,9352,0.48943004845106275,0.0054673912090289125,overall,passive,parent_pool,1695940,1910794,overall,190937,audited_v3_bounded,clean_parent_train_minocc100
256417,0.8946235433675249,257852,0.899630172353639,229856,198725,183293,0.922344949050195,184074,781,0.9262750031450497,198725,183293,184074,14651,286620,1435,0.5006628986114019,0.005596352815920942,overall,passive,parent_pool,254584,286620,test,28768,audited_v3_bounded,clean_parent_train_minocc100
1197671,0.8954181323384833,1204142,0.9002560642366109,1071946,925727,854411,0.9229621691924293,857957,3546,0.926792672137682,925727,854411,857957,67770,1337555,6471,0.4837931898127554,0.005402986295902631,overall,passive,parent_pool,1186946,1337555,train,133413,audited_v3_bounded,clean_parent_train_minocc100
256417,0.894626664666334,257863,0.8996716895948977,229972,198677,183221,0.9222053886458926,183987,766,0.9260608928059111,198677,183221,183987,14690,286619,1446,0.5045024928563703,0.005639251687680614,overall,passive,parent_pool,254410,286619,val,28756,audited_v3_bounded,clean_parent_train_minocc100
189271,0.9405938625916263,189698,0.942715865324885,198652,153675,152990,0.9955425410769481,153151,161,0.9965902066048479,153675,152990,153151,524,201225,427,0.21220027332587899,0.002256024430578377,conflictWith,passive,parent_pool,201205,201225,overall,11527,audited_v3_bounded,clean_parent_train_minocc100
443201,0.9710610439320873,443222,0.9711070552947028,456316,454400,441215,0.9709837147887324,441231,16,0.971018926056338,454400,441215,441231,13169,456409,21,0.004601136261554877,4.738256457002579e-05,distinct,passive,parent_pool,456362,456409,overall,13187,audited_v3_bounded,clean_parent_train_minocc100
137350,0.9786318392008493,137632,0.9806411160749275,139956,124787,124782,0.9999599317236572,124782,0,0.9999599317236572,124787,124782,124782,5,140349,282,0.20092768740781908,0.002053148889697852,inverse,passive,parent_pool,125156,140349,overall,2717,audited_v3_bounded,clean_parent_train_minocc100
109973,0.549865,114054,0.57027,168149,166379,98630,0.5928031782857212,102344,3714,0.6151257069702306,166379,98630,102344,64035,200000,4081,2.0405,0.03710910859938348,itemRequiresStatement,passive,parent_pool,199979,200000,overall,85946,audited_v3_bounded,clean_parent_train_minocc100
13572,0.9900065650302721,13609,0.9927055219199067,3172,3016,2983,0.9890583554376657,3014,31,0.9993368700265252,3016,2983,3014,2,13709,37,0.26989568896345467,0.002726201002063071,oneOf,passive,parent_pool,3172,13709,overall,100,audited_v3_bounded,clean_parent_train_minocc100
208936,0.8725808741845761,210325,0.8783817645732231,167114,105434,105412,0.9997913386573591,105413,1,0.9998008232638428,105434,105412,105413,21,239446,1389,0.5800890388647127,0.006647968755982693,single,passive,parent_pool,181813,239446,overall,29121,audited_v3_bounded,clean_parent_train_minocc100
58753,0.984929256353517,58851,0.9865721182860592,59611,20527,20525,0.9999025673503191,20525,0,0.9999025673503191,20527,20525,20525,2,59652,98,0.16428619325420774,0.00166799993191837,symmetric,passive,parent_pool,20546,59652,overall,801,audited_v3_bounded,clean_parent_train_minocc100
190735,0.9536654633453665,191447,0.9572254277457225,136439,128443,128185,0.9979913268920845,128215,30,0.9982248935325397,128443,128185,128215,228,200002,712,0.35599644003559966,0.003732927884237293,type,passive,parent_pool,191315,200002,overall,8555,audited_v3_bounded,clean_parent_train_minocc100
166601,0.833000834995825,168132,0.8406557967210164,107449,91155,70969,0.778553014096868,72107,1138,0.7910372442542921,91155,70969,72107,19048,200001,1531,0.7654961725191374,0.00918962071055996,valueRequiresStatement,passive,parent_pool,151471,200001,overall,31869,audited_v3_bounded,clean_parent_train_minocc100
192113,0.960560197199014,192887,0.9644301778491108,94916,75313,75234,0.9989510443084195,75236,2,0.9989776001487127,75313,75234,75236,77,200001,774,0.38699806500967493,0.004028878836934513,valueType,passive,parent_pool,164921,200001,overall,7114,audited_v3_bounded,clean_parent_train_minocc100
28431,0.9419228730453221,28503,0.9443082427776305,29808,23229,23125,0.9955228378320203,23147,22,0.996469929829093,23229,23125,23147,82,30184,72,0.23853697323085077,0.0025324469768914213,conflictWith,passive,parent_pool,30180,30184,test,1681,audited_v3_bounded,clean_parent_train_minocc100
66466,0.9708451403698402,66468,0.9708743536560428,68446,68161,66166,0.9707310632179692,66168,2,0.9707604055104825,68161,66166,66168,1993,68462,2,0.002921328620256493,3.0090572623597026e-05,distinct,passive,parent_pool,68453,68462,test,1994,audited_v3_bounded,clean_parent_train_minocc100
20700,0.9806243782272964,20739,0.9824719314036667,21057,18777,18774,0.999840230068701,18774,0,0.999840230068701,18777,18774,18774,3,21109,39,0.18475531763702685,0.0018840579710144927,inverse,passive,parent_pool,18829,21109,test,370,audited_v3_bounded,clean_parent_train_minocc100
16327,0.5442514750491683,16946,0.5648854961832062,25246,24994,14710,0.588541249899976,15289,579,0.6117068096343122,24994,14710,15289,9705,29999,619,2.06340211340378,0.03791266001102468,itemRequiresStatement,passive,parent_pool,29999,29999,test,13053,audited_v3_bounded,clean_parent_train_minocc100
2015,0.9800583657587548,2033,0.9888132295719845,473,445,428,0.9617977528089887,443,15,0.9955056179775281,445,428,443,2,2056,18,0.8754863813229572,0.008933002481389578,oneOf,passive,parent_pool,473,2056,test,23,audited_v3_bounded,clean_parent_train_minocc100
31275,0.870757579976056,31477,0.8763816577108333,25127,15807,15797,0.9993673688872019,15798,1,0.9994306319984817,15807,15797,15798,9,35917,202,0.5624077734777403,0.006458832933653078,single,passive,parent_pool,27338,35917,test,4440,audited_v3_bounded,clean_parent_train_minocc100
8769,0.9862782589135081,8781,0.9876279383646384,8884,3021,3019,0.9993379675604105,3019,0,0.9993379675604105,3021,3019,3019,2,8891,12,0.13496794511303564,0.0013684570646595963,symmetric,passive,parent_pool,3025,8891,test,110,audited_v3_bounded,clean_parent_train_minocc100
28589,0.9529349021699277,28714,0.9571014299523349,20525,19270,19227,0.9977685521536066,19231,4,0.9979761286974572,19270,19227,19231,39,30001,125,0.41665277824072533,0.004372311028717339,type,passive,parent_pool,28707,30001,test,1287,audited_v3_bounded,clean_parent_train_minocc100
25036,0.8345055164827839,25259,0.8419386020465984,15986,13584,10623,0.7820229681978799,10780,157,0.7935806831566549,13584,10623,10780,2804,30001,223,0.743308556381454,0.008907173669915322,valueRequiresStatement,passive,parent_pool,22806,30001,test,4742,audited_v3_bounded,clean_parent_train_minocc100
28809,0.9603,28932,0.9644,14304,11437,11424,0.9988633382880125,11425,1,0.9989507738043193,11437,11424,11425,12,30000,123,0.41,0.00426949911485994,valueType,passive,parent_pool,24774,30000,test,1068,audited_v3_bounded,clean_parent_train_minocc100
132465,0.940421846269621,132745,0.9424096779002819,139033,107433,106965,0.9956437965988104,107076,111,0.9966769986875541,107433,106965,107076,357,140857,280,0.19878316306608831,0.0021137659004265277,conflictWith,passive,parent_pool,140847,140857,train,8112,audited_v3_bounded,clean_parent_train_minocc100
310262,0.9711286253544756,310279,0.9711818358237919,319422,318086,308880,0.9710581415089001,308894,14,0.9711021547631773,318086,308880,308894,9192,319486,17,0.005321046931633937,5.479240126086985e-05,distinct,passive,parent_pool,319454,319486,train,9207,audited_v3_bounded,clean_parent_train_minocc100
96083,0.9781929244082463,96274,0.9801374395520489,97941,87319,87319,1.0,87319,0,1.0,87319,87319,87319,0,98225,191,0.19445151438024944,0.0019878646586805157,inverse,passive,parent_pool,87583,98225,train,1951,audited_v3_bounded,clean_parent_train_minocc100
77228,0.551624631252634,80065,0.5718887722230556,117644,116381,69177,0.5944011479537038,71750,2573,0.6165095677129429,116381,69177,71750,44631,140001,2837,2.026414097042164,0.03673538094991454,itemRequiresStatement,passive,parent_pool,139981,140001,train,59936,audited_v3_bounded,clean_parent_train_minocc100
9532,0.9933305543976657,9533,0.9934347644852022,2232,2123,2123,1.0,2123,0,1.0,2123,2123,2123,0,9596,1,0.010421008753647354,0.0001049097775912715,oneOf,passive,parent_pool,2232,9596,train,63,audited_v3_bounded,clean_parent_train_minocc100
146370,0.873266830537193,147347,0.87909576879937,116879,73703,73699,0.9999457281250425,73699,0,0.9999457281250425,73703,73699,73699,4,167612,977,0.5828938262176933,0.0066748650679784105,single,passive,parent_pool,127167,167612,train,20265,audited_v3_bounded,clean_parent_train_minocc100
41131,0.9845605132133283,41195,0.9860924932975871,41745,14428,14428,1.0,14428,0,1.0,14428,14428,14428,0,41776,64,0.15319800842589046,0.0015560039872602174,symmetric,passive,parent_pool,14441,41776,train,581,audited_v3_bounded,clean_parent_train_minocc100
133493,0.9535146177527304,133998,0.9571217348447512,95529,89913,89740,0.9980759178316817,89760,20,0.998298355076574,89913,89740,89760,153,140001,505,0.3607117092020771,0.003782969893552471,type,passive,parent_pool,133897,140001,train,6003,audited_v3_bounded,clean_parent_train_minocc100
116604,0.8328857142857143,117685,0.8406071428571429,75188,63808,49599,0.7773163239719157,50427,828,0.7902927532597793,63808,49599,50427,13381,140000,1081,0.7721428571428571,0.009270693972762513,valueRequiresStatement,passive,parent_pool,105992,140000,train,22315,audited_v3_bounded,clean_parent_train_minocc100
134503,0.9607288519367719,135021,0.9644288255083893,66333,52533,52481,0.9990101460034645,52481,0,0.9990101460034645,52533,52481,52481,52,140001,518,0.36999735716173454,0.0038512152145305308,valueType,passive,parent_pool,115352,140001,train,4980,audited_v3_bounded,clean_parent_train_minocc100
28375,0.9400675854757488,28450,0.9425523456135702,29811,23013,22900,0.9950897318906705,22928,28,0.9963064354929823,23013,22900,22928,85,30184,75,0.24847601378213624,0.0026431718061674008,conflictWith,passive,parent_pool,30178,30184,val,1734,audited_v3_bounded,clean_parent_train_minocc100
66473,0.9709615693606579,66475,0.9709907830735748,68448,68153,66169,0.970889029096298,66169,0,0.970889029096298,68153,66169,66169,1984,68461,2,0.0029213712916843168,3.0087403908353766e-05,distinct,passive,parent_pool,68455,68461,val,1986,audited_v3_bounded,clean_parent_train_minocc100
20567,0.97868189388532,20619,0.9811563169164882,20958,18691,18689,0.9998929966293938,18689,0,0.9998929966293938,18691,18689,18689,2,21015,52,0.2474423031168213,0.0025283220693343707,inverse,passive,parent_pool,18744,21015,val,396,audited_v3_bounded,clean_parent_train_minocc100
16418,0.5472666666666667,17043,0.5681,25259,25004,14743,0.5896256598944168,15305,562,0.6121020636698128,25004,14743,15305,9699,30000,625,2.0833333333333335,0.03806797417468632,itemRequiresStatement,passive,parent_pool,29999,30000,val,12957,audited_v3_bounded,clean_parent_train_minocc100
2025,0.9844433641225085,2043,0.9931939718035975,467,448,432,0.9642857142857143,448,16,1.0,448,432,448,0,2057,18,0.8750607681088964,0.008888888888888889,oneOf,passive,parent_pool,467,2057,val,14,audited_v3_bounded,clean_parent_train_minocc100
31291,0.8712030514798007,31501,0.8770498649664504,25108,15924,15916,0.9994976136649083,15916,0,0.9994976136649083,15924,15916,15916,8,35917,210,0.5846813486649776,0.006711194912275095,single,passive,parent_pool,27308,35917,val,4416,audited_v3_bounded,clean_parent_train_minocc100
8853,0.9853088480801335,8875,0.9877573734001113,8982,3078,3078,1.0,3078,0,1.0,3078,3078,3078,0,8985,22,0.24485253199777407,0.0024850333220377274,symmetric,passive,parent_pool,3080,8985,val,110,audited_v3_bounded,clean_parent_train_minocc100
28653,0.9551,28735,0.9578333333333333,20385,19260,19218,0.9978193146417446,19224,6,0.9981308411214953,19260,19218,19224,36,30000,82,0.2733333333333333,0.0028618294768436117,type,passive,parent_pool,28711,30000,val,1265,audited_v3_bounded,clean_parent_train_minocc100
24961,0.8320333333333333,25188,0.8396,16275,13763,10747,0.7808617307273124,10900,153,0.7919784930611059,13763,10747,10900,2863,30000,227,0.7566666666666667,0.009094186931613317,valueRequiresStatement,passive,parent_pool,22673,30000,val,4812,audited_v3_bounded,clean_parent_train_minocc100
28801,0.9600333333333333,28934,0.9644666666666667,14279,11343,11329,0.9987657586176496,11330,1,0.998853918716389,11343,11329,11330,13,30000,133,0.44333333333333336,0.004617895211971807,valueType,passive,parent_pool,24795,30000,val,1066,audited_v3_bounded,clean_parent_train_minocc100
1710505,0.8951802235091799,1719936,0.900115868063224,1531774,1323129,1220925,0.9227558310640912,1226075,5150,0.9266481197222645,1323129,1220925,1226075,97054,1910794,9431,0.4935644554044026,0.005513576399952061,overall,factorized,parent_pool,1695940,1910794,overall,190858,audited_v3_bounded,clean_parent_train_minocc100
256417,0.8946235433675249,257892,0.8997697299560393,229856,198725,183293,0.922344949050195,184106,813,0.9264360296892691,198725,183293,184106,14619,286620,1475,0.514618658851441,0.005752348713228842,overall,factorized,parent_pool,254584,286620,test,28728,audited_v3_bounded,clean_parent_train_minocc100
1197671,0.8954181323384833,1204142,0.9002560642366109,1071946,925727,854411,0.9229621691924293,857957,3546,0.926792672137682,925727,854411,857957,67770,1337555,6471,0.4837931898127554,0.005402986295902631,overall,factorized,parent_pool,1186946,1337555,train,133413,audited_v3_bounded,clean_parent_train_minocc100
256417,0.894626664666334,257902,0.8998077587319752,229972,198677,183221,0.9222053886458926,184012,791,0.9261867251871128,198677,183221,184012,14665,286619,1485,0.5181094065641147,0.0057913476875558175,overall,factorized,parent_pool,254410,286619,val,28717,audited_v3_bounded,clean_parent_train_minocc100
189271,0.9405938625916263,189699,0.9427208348863213,198652,153675,152990,0.9955425410769481,153151,161,0.9965902066048479,153675,152990,153151,524,201225,428,0.21269722946949932,0.0022613078601581857,conflictWith,factorized,parent_pool,201205,201225,overall,11526,audited_v3_bounded,clean_parent_train_minocc100
443201,0.9710610439320873,443222,0.9711070552947028,456316,454400,441215,0.9709837147887324,441231,16,0.971018926056338,454400,441215,441231,13169,456409,21,0.004601136261554877,4.738256457002579e-05,distinct,factorized,parent_pool,456362,456409,overall,13187,audited_v3_bounded,clean_parent_train_minocc100
137350,0.9786318392008493,137634,0.9806553662655239,139956,124787,124782,0.9999599317236572,124782,0,0.9999599317236572,124787,124782,124782,5,140349,284,0.202352706467449,0.0020677102293410994,inverse,factorized,parent_pool,125156,140349,overall,2715,audited_v3_bounded,clean_parent_train_minocc100
109973,0.549865,114112,0.57056,168149,166379,98630,0.5928031782857212,102396,3766,0.6154382464133094,166379,98630,102396,63983,200000,4139,2.0695,0.037636510779918704,itemRequiresStatement,factorized,parent_pool,199979,200000,overall,85888,audited_v3_bounded,clean_parent_train_minocc100
13572,0.9900065650302721,13609,0.9927055219199067,3172,3016,2983,0.9890583554376657,3014,31,0.9993368700265252,3016,2983,3014,2,13709,37,0.26989568896345467,0.002726201002063071,oneOf,factorized,parent_pool,3172,13709,overall,100,audited_v3_bounded,clean_parent_train_minocc100
208936,0.8725808741845761,210331,0.8784068224150748,167114,105434,105412,0.9997913386573591,105413,1,0.9998008232638428,105434,105412,105413,21,239446,1395,0.5825948230498734,0.006676685683654325,single,factorized,parent_pool,181813,239446,overall,29115,audited_v3_bounded,clean_parent_train_minocc100
58753,0.984929256353517,58851,0.9865721182860592,59611,20527,20525,0.9999025673503191,20525,0,0.9999025673503191,20527,20525,20525,2,59652,98,0.16428619325420774,0.00166799993191837,symmetric,factorized,parent_pool,20546,59652,overall,801,audited_v3_bounded,clean_parent_train_minocc100
190735,0.9536654633453665,191450,0.957240427595724,136439,128443,128185,0.9979913268920845,128216,31,0.9982326790872216,128443,128185,128216,227,200002,715,0.35749642503574963,0.0037486565129630114,type,factorized,parent_pool,191315,200002,overall,8552,audited_v3_bounded,clean_parent_train_minocc100
166601,0.833000834995825,168140,0.8406957965210174,107449,91155,70969,0.778553014096868,72111,1142,0.7910811255553727,91155,70969,72111,19044,200001,1539,0.7694961525192374,0.009237639630014225,valueRequiresStatement,factorized,parent_pool,151471,200001,overall,31861,audited_v3_bounded,clean_parent_train_minocc100
192113,0.960560197199014,192888,0.9644351778241109,94916,75313,75234,0.9989510443084195,75236,2,0.9989776001487127,75313,75234,75236,77,200001,775,0.38749806250968744,0.004034084106749674,valueType,factorized,parent_pool,164921,200001,overall,7113,audited_v3_bounded,clean_parent_train_minocc100
28431,0.9419228730453221,28504,0.9443413729128015,29808,23229,23125,0.9955228378320203,23147,22,0.996469929829093,23229,23125,23147,82,30184,73,0.24184998674794594,0.002567619851570469,conflictWith,factorized,parent_pool,30180,30184,test,1680,audited_v3_bounded,clean_parent_train_minocc100
66466,0.9708451403698402,66468,0.9708743536560428,68446,68161,66166,0.9707310632179692,66168,2,0.9707604055104825,68161,66166,66168,1993,68462,2,0.002921328620256493,3.0090572623597026e-05,distinct,factorized,parent_pool,68453,68462,test,1994,audited_v3_bounded,clean_parent_train_minocc100
20700,0.9806243782272964,20739,0.9824719314036667,21057,18777,18774,0.999840230068701,18774,0,0.999840230068701,18777,18774,18774,3,21109,39,0.18475531763702685,0.0018840579710144927,inverse,factorized,parent_pool,18829,21109,test,370,audited_v3_bounded,clean_parent_train_minocc100
16327,0.5442514750491683,16977,0.5659188639621321,25246,24994,14710,0.588541249899976,15318,608,0.6128670881011443,24994,14710,15318,9676,29999,650,2.1667388912963768,0.03981135542353157,itemRequiresStatement,factorized,parent_pool,29999,29999,test,13022,audited_v3_bounded,clean_parent_train_minocc100
2015,0.9800583657587548,2033,0.9888132295719845,473,445,428,0.9617977528089887,443,15,0.9955056179775281,445,428,443,2,2056,18,0.8754863813229572,0.008933002481389578,oneOf,factorized,parent_pool,473,2056,test,23,audited_v3_bounded,clean_parent_train_minocc100
31275,0.870757579976056,31479,0.8764373416488014,25127,15807,15797,0.9993673688872019,15798,1,0.9994306319984817,15807,15797,15798,9,35917,204,0.5679761672745497,0.006522781774580336,single,factorized,parent_pool,27338,35917,test,4438,audited_v3_bounded,clean_parent_train_minocc100
8769,0.9862782589135081,8781,0.9876279383646384,8884,3021,3019,0.9993379675604105,3019,0,0.9993379675604105,3021,3019,3019,2,8891,12,0.13496794511303564,0.0013684570646595963,symmetric,factorized,parent_pool,3025,8891,test,110,audited_v3_bounded,clean_parent_train_minocc100
28589,0.9529349021699277,28716,0.9571680943968535,20525,19270,19227,0.9977685521536066,19232,5,0.9980280228334198,19270,19227,19232,38,30001,127,0.42331922269257694,0.0044422680051768165,type,factorized,parent_pool,28707,30001,test,1285,audited_v3_bounded,clean_parent_train_minocc100
25036,0.8345055164827839,25262,0.8420385987133763,15986,13584,10623,0.7820229681978799,10782,159,0.7937279151943463,13584,10623,10782,2802,30001,226,0.7533082230592314,0.009027001118389518,valueRequiresStatement,factorized,parent_pool,22806,30001,test,4739,audited_v3_bounded,clean_parent_train_minocc100
28809,0.9603,28933,0.9644333333333334,14304,11437,11424,0.9988633382880125,11425,1,0.9989507738043193,11437,11424,11425,12,30000,124,0.41333333333333333,0.0043042104897775,valueType,factorized,parent_pool,24774,30000,test,1067,audited_v3_bounded,clean_parent_train_minocc100
132465,0.940421846269621,132745,0.9424096779002819,139033,107433,106965,0.9956437965988104,107076,111,0.9966769986875541,107433,106965,107076,357,140857,280,0.19878316306608831,0.0021137659004265277,conflictWith,factorized,parent_pool,140847,140857,train,8112,audited_v3_bounded,clean_parent_train_minocc100
310262,0.9711286253544756,310279,0.9711818358237919,319422,318086,308880,0.9710581415089001,308894,14,0.9711021547631773,318086,308880,308894,9192,319486,17,0.005321046931633937,5.479240126086985e-05,distinct,factorized,parent_pool,319454,319486,train,9207,audited_v3_bounded,clean_parent_train_minocc100
96083,0.9781929244082463,96274,0.9801374395520489,97941,87319,87319,1.0,87319,0,1.0,87319,87319,87319,0,98225,191,0.19445151438024944,0.0019878646586805157,inverse,factorized,parent_pool,87583,98225,train,1951,audited_v3_bounded,clean_parent_train_minocc100
77228,0.551624631252634,80065,0.5718887722230556,117644,116381,69177,0.5944011479537038,71750,2573,0.6165095677129429,116381,69177,71750,44631,140001,2837,2.026414097042164,0.03673538094991454,itemRequiresStatement,factorized,parent_pool,139981,140001,train,59936,audited_v3_bounded,clean_parent_train_minocc100
9532,0.9933305543976657,9533,0.9934347644852022,2232,2123,2123,1.0,2123,0,1.0,2123,2123,2123,0,9596,1,0.010421008753647354,0.0001049097775912715,oneOf,factorized,parent_pool,2232,9596,train,63,audited_v3_bounded,clean_parent_train_minocc100
146370,0.873266830537193,147347,0.87909576879937,116879,73703,73699,0.9999457281250425,73699,0,0.9999457281250425,73703,73699,73699,4,167612,977,0.5828938262176933,0.0066748650679784105,single,factorized,parent_pool,127167,167612,train,20265,audited_v3_bounded,clean_parent_train_minocc100
41131,0.9845605132133283,41195,0.9860924932975871,41745,14428,14428,1.0,14428,0,1.0,14428,14428,14428,0,41776,64,0.15319800842589046,0.0015560039872602174,symmetric,factorized,parent_pool,14441,41776,train,581,audited_v3_bounded,clean_parent_train_minocc100
133493,0.9535146177527304,133998,0.9571217348447512,95529,89913,89740,0.9980759178316817,89760,20,0.998298355076574,89913,89740,89760,153,140001,505,0.3607117092020771,0.003782969893552471,type,factorized,parent_pool,133897,140001,train,6003,audited_v3_bounded,clean_parent_train_minocc100
116604,0.8328857142857143,117685,0.8406071428571429,75188,63808,49599,0.7773163239719157,50427,828,0.7902927532597793,63808,49599,50427,13381,140000,1081,0.7721428571428571,0.009270693972762513,valueRequiresStatement,factorized,parent_pool,105992,140000,train,22315,audited_v3_bounded,clean_parent_train_minocc100
134503,0.9607288519367719,135021,0.9644288255083893,66333,52533,52481,0.9990101460034645,52481,0,0.9990101460034645,52533,52481,52481,52,140001,518,0.36999735716173454,0.0038512152145305308,valueType,factorized,parent_pool,115352,140001,train,4980,audited_v3_bounded,clean_parent_train_minocc100
28375,0.9400675854757488,28450,0.9425523456135702,29811,23013,22900,0.9950897318906705,22928,28,0.9963064354929823,23013,22900,22928,85,30184,75,0.24847601378213624,0.0026431718061674008,conflictWith,factorized,parent_pool,30178,30184,val,1734,audited_v3_bounded,clean_parent_train_minocc100
66473,0.9709615693606579,66475,0.9709907830735748,68448,68153,66169,0.970889029096298,66169,0,0.970889029096298,68153,66169,66169,1984,68461,2,0.0029213712916843168,3.0087403908353766e-05,distinct,factorized,parent_pool,68455,68461,val,1986,audited_v3_bounded,clean_parent_train_minocc100
20567,0.97868189388532,20621,0.9812514870330716,20958,18691,18689,0.9998929966293938,18689,0,0.9998929966293938,18691,18689,18689,2,21015,54,0.2569593147751606,0.002625565225847231,inverse,factorized,parent_pool,18744,21015,val,394,audited_v3_bounded,clean_parent_train_minocc100
16418,0.5472666666666667,17070,0.569,25259,25004,14743,0.5896256598944168,15328,585,0.613021916493361,25004,14743,15328,9676,30000,652,2.1733333333333333,0.03971251065903277,itemRequiresStatement,factorized,parent_pool,29999,30000,val,12930,audited_v3_bounded,clean_parent_train_minocc100
2025,0.9844433641225085,2043,0.9931939718035975,467,448,432,0.9642857142857143,448,16,1.0,448,432,448,0,2057,18,0.8750607681088964,0.008888888888888889,oneOf,factorized,parent_pool,467,2057,val,14,audited_v3_bounded,clean_parent_train_minocc100
31291,0.8712030514798007,31505,0.8771612328423866,25108,15924,15916,0.9994976136649083,15916,0,0.9994976136649083,15924,15916,15916,8,35917,214,0.5958181362585963,0.00683902719631843,single,factorized,parent_pool,27308,35917,val,4412,audited_v3_bounded,clean_parent_train_minocc100
8853,0.9853088480801335,8875,0.9877573734001113,8982,3078,3078,1.0,3078,0,1.0,3078,3078,3078,0,8985,22,0.24485253199777407,0.0024850333220377274,symmetric,factorized,parent_pool,3080,8985,val,110,audited_v3_bounded,clean_parent_train_minocc100
28653,0.9551,28736,0.9578666666666666,20385,19260,19218,0.9978193146417446,19224,6,0.9981308411214953,19260,19218,19224,36,30000,83,0.27666666666666667,0.0028967298363173142,type,factorized,parent_pool,28711,30000,val,1264,audited_v3_bounded,clean_parent_train_minocc100
