A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
10279,0.9793254573170732,10306,0.9818978658536586,10466,1099,888,0.8080072793448589,915,27,0.8325750682438581,1040,829,856,184,10496,27,0.2572408536585366,0.0026267146609592375,inverse,factorized,previously_discarded,10496,10496,val,190,checked_out_bounded,existing_train_val_minocc100
8113,0.5407945607252367,8455,0.5635915211305159,1249,1223,1013,0.8282910874897792,1039,26,0.8495502861815208,1223,1013,1039,184,15002,342,2.2796960405279294,0.04215456674473068,itemRequiresStatement,factorized,previously_discarded,3860,15002,val,6547,checked_out_bounded,existing_train_val_minocc100
1008,0.980544747081712,1022,0.9941634241245136,1028,1028,1008,0.980544747081712,1022,14,0.9941634241245136,986,966,980,6,1028,14,1.3618677042801557,0.013888888888888888,oneOf,factorized,previously_discarded,1028,1028,val,6,checked_out_bounded,existing_train_val_minocc100
15595,0.8683668355699092,15702,0.874324851049613,16472,9910,9842,0.9931382441977801,9904,62,0.9993945509586276,9808,9747,9808,6,17959,107,0.595801547970377,0.006861173453029818,single,factorized,previously_discarded,17959,17959,val,2257,checked_out_bounded,existing_train_val_minocc100
4431,0.9837921847246892,4443,0.9864564831261101,4502,4502,4430,0.9840071079520213,4442,12,0.9866725899600177,4495,4423,4435,60,4504,12,0.2664298401420959,0.002708192281651997,symmetric,factorized,previously_discarded,4504,4504,val,61,checked_out_bounded,existing_train_val_minocc100
14312,0.9541969464630975,14353,0.956930462030802,319,128,128,1.0,128,0,1.0,117,117,117,0,14999,41,0.27335155677045136,0.0028647288988261597,type,factorized,previously_discarded,2254,14999,val,646,checked_out_bounded,existing_train_val_minocc100
12515,0.834277714819012,12640,0.8426104926338244,1836,1836,1417,0.7717864923747276,1503,86,0.8186274509803921,1831,1412,1498,333,15001,125,0.8332777814812345,0.00998801438274071,valueRequiresStatement,factorized,previously_discarded,8636,15001,val,2361,checked_out_bounded,existing_train_val_minocc100
14396,0.9597333333333333,14463,0.9642,4271,321,320,0.9968847352024922,321,1,1.0,317,316,317,0,15000,67,0.44666666666666666,0.004654070575159767,valueType,factorized,previously_discarded,5369,15000,val,537,checked_out_bounded,existing_train_val_minocc100
855185,0.8951170674981604,859855,0.9000051288009386,594396,321801,313248,0.973421462332311,314544,1296,0.9774487959950404,313270,304738,306033,7257,955389,4670,0.488806130277824,0.00546080672603004,overall,passive,previously_discarded,688768,955389,overall,95534,checked_out_bounded,clean_parent_train_minocc100
128276,0.895132027019483,128997,0.9001632892312845,89063,48256,46988,0.973723474801061,47188,200,0.9778680371352785,46962,45704,45904,1068,143304,721,0.5031262211801485,0.005620692880975397,overall,passive,previously_discarded,103222,143304,test,14307,checked_out_bounded,clean_parent_train_minocc100
598814,0.8953879923920715,602032,0.900199767934256,416181,225383,219363,0.9732899109515802,220241,878,0.9771855020121305,219417,213398,214276,5142,668776,3218,0.4811775542184528,0.005373955852735574,overall,passive,previously_discarded,482275,668776,train,66744,checked_out_bounded,clean_parent_train_minocc100
128095,0.8938377910668556,128826,0.898938657027821,89152,48162,46897,0.9737344794651385,47115,218,0.9782608695652174,46891,45636,45853,1047,143309,731,0.5100865960965466,0.0057067020570670205,overall,passive,previously_discarded,103271,143309,val,14483,checked_out_bounded,clean_parent_train_minocc100
94672,0.9409519644578732,94902,0.9432379513581743,98560,55516,55513,0.9999459615246055,55513,0,0.9999459615246055,49164,49164,49164,3,100613,230,0.2285986900301154,0.0024294405948960623,conflictWith,passive,previously_discarded,99567,100613,overall,5711,checked_out_bounded,clean_parent_train_minocc100
221592,0.9710386895762946,221603,0.9710868926954747,228156,132357,130577,0.9865515235310561,130578,1,0.9865590788549151,131743,129963,129964,1779,228201,11,0.0048203119180021126,4.9640781255641e-05,distinct,passive,previously_discarded,228181,228201,overall,6598,checked_out_bounded,clean_parent_train_minocc100
68495,0.9786677716179917,68625,0.980525232897068,69778,7541,6125,0.8122264951597932,6255,130,0.8294655881182867,7109,5694,5824,1286,69988,130,0.1857461279076413,0.0018979487553836046,inverse,passive,previously_discarded,69988,69988,overall,1363,checked_out_bounded,clean_parent_train_minocc100
54900,0.5489945100548994,56924,0.5692343076569234,8503,8378,6898,0.8233468608259727,7054,156,0.8419670565767486,8375,6895,7051,1324,100001,2024,2.023979760202398,0.03686703096539162,itemRequiresStatement,passive,previously_discarded,26190,100001,overall,43077,checked_out_bounded,clean_parent_train_minocc100
6782,0.9894951852932594,6806,0.9929967901955062,6854,6854,6782,0.9894951852932594,6806,24,0.9929967901955062,6577,6506,6530,48,6854,24,0.3501604902246863,0.003538779121203185,oneOf,passive,previously_discarded,6854,6854,overall,48,checked_out_bounded,clean_parent_train_minocc100
104448,0.8724138219055654,105157,0.8783358251964952,109740,66104,65748,0.9946145467747791,66090,342,0.9997882125136149,65383,65042,65383,14,119723,709,0.5922003290929897,0.0067880667892156864,single,passive,previously_discarded,119723,119723,overall,14566,checked_out_bounded,clean_parent_train_minocc100
29549,0.9846384538487171,29600,0.9863378873708764,29986,29986,29530,0.984792903354899,29580,50,0.9864603481624759,29952,29496,29546,406,30010,51,0.16994335221592802,0.0017259467325459407,symmetric,passive,previously_discarded,30010,30010,overall,410,checked_out_bounded,clean_parent_train_minocc100
95313,0.9531395313953139,95657,0.956579565795658,2201,905,904,0.9988950276243094,904,0,0.9988950276243094,859,859,859,1,99999,344,0.34400344003440037,0.003609161394563176,type,passive,previously_discarded,14560,99999,overall,4342,checked_out_bounded,clean_parent_train_minocc100
83396,0.8339683396833968,84163,0.8416384163841638,12158,12158,9170,0.7542358940615232,9762,592,0.8029281131765093,12125,9137,9729,2396,99999,767,0.7670076700767008,0.009197083792987674,valueRequiresStatement,passive,previously_discarded,58250,99999,overall,15836,checked_out_bounded,clean_parent_train_minocc100
96038,0.960370396296037,96418,0.9641703582964171,28460,2002,2001,0.9995004995004995,2002,1,1.0,1983,1982,1983,0,100001,380,0.3799962000379996,0.0039567671130177635,valueType,passive,previously_discarded,35445,100001,overall,3583,checked_out_bounded,clean_parent_train_minocc100
14244,0.9438738320853489,14285,0.9465906831886555,14788,8435,8435,1.0,8435,0,1.0,7480,7480,7480,0,15091,41,0.2716851103306607,0.002878404942431901,conflictWith,passive,previously_discarded,14940,15091,test,806,checked_out_bounded,clean_parent_train_minocc100
33240,0.9710780017528484,33242,0.9711364300321356,34223,19841,19576,0.9866438183559296,19576,0,0.9866438183559296,19747,19482,19482,265,34230,2,0.0058428279287175,6.016847172081829e-05,distinct,passive,previously_discarded,34227,34230,test,988,checked_out_bounded,clean_parent_train_minocc100
10319,0.9805207145572026,10336,0.9821360699353858,10496,1107,909,0.8211382113821138,926,17,0.8364950316169828,1045,848,865,181,10524,17,0.16153553781832003,0.0016474464579901153,inverse,passive,previously_discarded,10524,10524,test,188,checked_out_bounded,clean_parent_train_minocc100
8162,0.5441696113074205,8469,0.5646376425095007,1288,1266,1027,0.811216429699842,1051,24,0.830173775671406,1266,1027,1051,215,14999,307,2.046803120208014,0.03761333006616026,itemRequiresStatement,passive,previously_discarded,3906,14999,test,6530,checked_out_bounded,clean_parent_train_minocc100
1001,0.9737354085603113,1015,0.9873540856031129,1028,1028,1001,0.9737354085603113,1015,14,0.9873540856031129,975,949,963,13,1028,14,1.3618677042801557,0.013986013986013986,oneOf,passive,previously_discarded,1028,1028,test,13,checked_out_bounded,clean_parent_train_minocc100
15660,0.8719861907678601,15764,0.8777771590845815,16469,9910,9843,0.9932391523713421,9903,60,0.9992936427850656,9796,9736,9796,7,17959,104,0.5790968316721421,0.0066411238825031926,single,passive,previously_discarded,17959,17959,test,2195,checked_out_bounded,clean_parent_train_minocc100
4415,0.9865921787709497,4423,0.9883798882681564,4472,4472,4412,0.9865831842576028,4420,8,0.9883720930232558,4468,4408,4416,52,4475,8,0.1787709497206704,0.001812004530011325,symmetric,passive,previously_discarded,4475,4475,test,52,checked_out_bounded,clean_parent_train_minocc100
14296,0.9531302086805787,14355,0.9570638042536169,345,138,137,0.9927536231884058,137,0,0.9927536231884058,131,131,131,1,14999,59,0.3933595573038203,0.004127028539451595,type,passive,previously_discarded,2205,14999,test,644,checked_out_bounded,clean_parent_train_minocc100
12537,0.8359114548606481,12640,0.8427790372049606,1791,1791,1381,0.7710776102735901,1457,76,0.8135120044667783,1786,1376,1452,334,14998,103,0.6867582344312575,0.008215681582515753,valueRequiresStatement,passive,previously_discarded,8778,14998,test,2358,checked_out_bounded,clean_parent_train_minocc100
14402,0.9600693287114193,14468,0.9644690353976402,4163,268,267,0.996268656716418,268,1,1.0,268,267,268,0,15001,66,0.4399706686220919,0.004582696847660047,valueType,passive,previously_discarded,5180,15001,test,533,checked_out_bounded,clean_parent_train_minocc100
66255,0.9407212835439444,66404,0.9428368592929149,68985,38712,38712,1.0,38712,0,1.0,34270,34270,34270,0,70430,149,0.21155757489706092,0.002248886876462154,conflictWith,passive,previously_discarded,69686,70430,train,4026,checked_out_bounded,clean_parent_train_minocc100
155152,0.971260086513963,155160,0.9713101669556725,159711,92770,91531,0.9866443893500054,91531,0,0.9866443893500054,92336,91097,91097,1239,159743,8,0.0050080441709495875,5.156233886769104e-05,distinct,passive,previously_discarded,159730,159743,train,4583,checked_out_bounded,clean_parent_train_minocc100
47896,0.9781081522627022,47982,0.9798644012416272,48816,5335,4327,0.8110590440487347,4413,86,0.8271790065604498,5024,4016,4102,922,48968,86,0.1756248978925012,0.0017955570402538835,inverse,passive,previously_discarded,48968,48968,train,986,checked_out_bounded,clean_parent_train_minocc100
38585,0.5512142857142858,39987,0.5712428571428572,5966,5889,4856,0.8245882153166921,4964,108,0.8429274919341144,5886,4853,4961,925,70000,1402,2.0028571428571427,0.03633536348321887,itemRequiresStatement,passive,previously_discarded,18424,70000,train,30013,checked_out_bounded,clean_parent_train_minocc100
4767,0.9935389745727387,4768,0.9937473947478116,4798,4798,4767,0.9935389745727387,4768,1,0.9937473947478116,4616,4585,4586,30,4798,1,0.020842017507294707,0.00020977554017201594,oneOf,passive,previously_discarded,4798,4798,train,30,checked_out_bounded,clean_parent_train_minocc100
73185,0.8732772507606945,73688,0.8792792792792793,76799,46284,46062,0.9952035260565206,46283,221,0.9999783942615159,45779,45558,45779,1,83805,503,0.600202851858481,0.006872993099678896,single,passive,previously_discarded,83805,83805,train,10117,checked_out_bounded,clean_parent_train_minocc100
20700,0.9842613285150492,20733,0.9858304407778993,21012,21012,20685,0.9844374643061108,20717,32,0.9859604035789072,20989,20662,20694,295,21031,33,0.15691122628500784,0.0015942028985507246,symmetric,passive,previously_discarded,21031,21031,train,298,checked_out_bounded,clean_parent_train_minocc100
66698,0.9528149597862887,66945,0.956343480807417,1537,639,639,1.0,639,0,1.0,611,611,611,0,70001,247,0.35285210211282697,0.0037032594680500167,type,passive,previously_discarded,10101,70001,train,3056,checked_out_bounded,clean_parent_train_minocc100
58340,0.8334285714285714,58879,0.8411285714285714,8531,8531,6371,0.7468057672019693,6801,430,0.7972101746571328,8508,6348,6778,1730,70000,539,0.77,0.009238944120671923,valueRequiresStatement,passive,previously_discarded,40836,70000,train,11121,checked_out_bounded,clean_parent_train_minocc100
67236,0.9605142857142858,67486,0.9640857142857143,20026,1413,1413,1.0,1413,0,1.0,1398,1398,1398,0,70000,250,0.35714285714285715,0.0037182461776429296,valueType,passive,previously_discarded,24896,70000,train,2514,checked_out_bounded,clean_parent_train_minocc100
14173,0.9391068115557911,14213,0.9417572223694672,14787,8369,8366,0.9996415342334807,8366,0,0.9996415342334807,7414,7414,7414,3,15092,40,0.26504108136761195,0.0028222676920905947,conflictWith,passive,previously_discarded,14941,15092,val,879,checked_out_bounded,clean_parent_train_minocc100
33200,0.9699661096178567,33201,0.9699953254645319,34222,19746,19470,0.986022485566697,19471,1,0.9860731287349337,19660,19384,19385,275,34228,1,0.002921584667523665,3.0120481927710842e-05,distinct,passive,previously_discarded,34224,34228,val,1027,checked_out_bounded,clean_parent_train_minocc100
10280,0.979420731707317,10307,0.9819931402439024,10466,1099,889,0.8089171974522293,916,27,0.8334849863512284,1040,830,857,183,10496,27,0.2572408536585366,0.002626459143968872,inverse,passive,previously_discarded,10496,10496,val,189,checked_out_bounded,clean_parent_train_minocc100
8153,0.5434608718837488,8468,0.5644580722570324,1249,1223,1015,0.8299264104660671,1039,24,0.8495502861815208,1223,1015,1039,184,15002,315,2.0997200373283564,0.03863608487673249,itemRequiresStatement,passive,previously_discarded,3860,15002,val,6534,checked_out_bounded,clean_parent_train_minocc100
1014,0.9863813229571985,1023,0.995136186770428,1028,1028,1014,0.9863813229571985,1023,9,0.995136186770428,986,972,981,5,1028,9,0.8754863813229572,0.008875739644970414,oneOf,passive,previously_discarded,1028,1028,val,5,checked_out_bounded,clean_parent_train_minocc100
15603,0.8688122946711955,15705,0.8744918982125953,16472,9910,9843,0.9932391523713421,9904,61,0.9993945509586276,9808,9748,9808,6,17959,102,0.5679603541399855,0.006537204383772351,single,passive,previously_discarded,17959,17959,val,2254,checked_out_bounded,clean_parent_train_minocc100
4434,0.9844582593250444,4444,0.9866785079928952,4502,4502,4433,0.9846734784540204,4443,10,0.9868947134606841,4495,4426,4436,59,4504,10,0.22202486678507993,0.0022552999548940008,symmetric,passive,previously_discarded,4504,4504,val,60,checked_out_bounded,clean_parent_train_minocc100
14319,0.9546636442429496,14357,0.9571971464764317,319,128,128,1.0,128,0,1.0,117,117,117,0,14999,38,0.2533502233482232,0.0026538166073049796,type,passive,previously_discarded,2254,14999,val,642,checked_out_bounded,clean_parent_train_minocc100
12519,0.834544363709086,12644,0.8428771415238984,1836,1836,1418,0.7723311546840959,1504,86,0.8191721132897604,1831,1413,1499,332,15001,125,0.8332777814812345,0.009984823068935219,valueRequiresStatement,passive,previously_discarded,8636,15001,val,2357,checked_out_bounded,clean_parent_train_minocc100
14400,0.96,14464,0.9642666666666667,4271,321,321,1.0,321,0,1.0,317,317,317,0,15000,64,0.4266666666666667,0.0044444444444444444,valueType,passive,previously_discarded,5369,15000,val,536,checked_out_bounded,clean_parent_train_minocc100
855185,0.8951170674981604,859900,0.900052230034049,594396,321801,313248,0.973421462332311,314544,1296,0.9774487959950404,313270,304738,306033,7257,955389,4715,0.4935162535888523,0.00551342691932155,overall,factorized,previously_discarded,688768,955389,overall,95489,checked_out_bounded,clean_parent_train_minocc100
128276,0.895132027019483,129021,0.9003307653659354,89063,48256,46988,0.973723474801061,47188,200,0.9778680371352785,46962,45704,45904,1068,143304,745,0.5198738346452297,0.005807789453989834,overall,factorized,previously_discarded,103222,143304,test,14283,checked_out_bounded,clean_parent_train_minocc100
598814,0.8953879923920715,602032,0.900199767934256,416181,225383,219363,0.9732899109515802,220241,878,0.9771855020121305,219417,213398,214276,5142,668776,3218,0.4811775542184528,0.005373955852735574,overall,factorized,previously_discarded,482275,668776,train,66744,checked_out_bounded,clean_parent_train_minocc100
128095,0.8938377910668556,128847,0.8990851935328555,89152,48162,46897,0.9737344794651385,47115,218,0.9782608695652174,46891,45636,45853,1047,143309,752,0.5247402466000042,0.0058706428822358405,overall,factorized,previously_discarded,103271,143309,val,14462,checked_out_bounded,clean_parent_train_minocc100
94672,0.9409519644578732,94903,0.9432478904316539,98560,55516,55513,0.9999459615246055,55513,0,0.9999459615246055,49164,49164,49164,3,100613,231,0.22959259737807242,0.0024400033800912623,conflictWith,factorized,previously_discarded,99567,100613,overall,5710,checked_out_bounded,clean_parent_train_minocc100
221592,0.9710386895762946,221603,0.9710868926954747,228156,132357,130577,0.9865515235310561,130578,1,0.9865590788549151,131743,129963,129964,1779,228201,11,0.0048203119180021126,4.9640781255641e-05,distinct,factorized,previously_discarded,228181,228201,overall,6598,checked_out_bounded,clean_parent_train_minocc100
68495,0.9786677716179917,68625,0.980525232897068,69778,7541,6125,0.8122264951597932,6255,130,0.8294655881182867,7109,5694,5824,1286,69988,130,0.1857461279076413,0.0018979487553836046,inverse,factorized,previously_discarded,69988,69988,overall,1363,checked_out_bounded,clean_parent_train_minocc100
54900,0.5489945100548994,56959,0.5695843041569584,8503,8378,6898,0.8233468608259727,7054,156,0.8419670565767486,8375,6895,7051,1324,100001,2059,2.058979410205898,0.03750455373406193,itemRequiresStatement,factorized,previously_discarded,26190,100001,overall,43042,checked_out_bounded,clean_parent_train_minocc100
6782,0.9894951852932594,6806,0.9929967901955062,6854,6854,6782,0.9894951852932594,6806,24,0.9929967901955062,6577,6506,6530,48,6854,24,0.3501604902246863,0.003538779121203185,oneOf,factorized,previously_discarded,6854,6854,overall,48,checked_out_bounded,clean_parent_train_minocc100
104448,0.8724138219055654,105161,0.8783692356522974,109740,66104,65748,0.9946145467747791,66090,342,0.9997882125136149,65383,65042,65383,14,119723,713,0.595541374673204,0.006826363357843137,single,factorized,previously_discarded,119723,119723,overall,14562,checked_out_bounded,clean_parent_train_minocc100
29549,0.9846384538487171,29600,0.9863378873708764,29986,29986,29530,0.984792903354899,29580,50,0.9864603481624759,29952,29496,29546,406,30010,51,0.16994335221592802,0.0017259467325459407,symmetric,factorized,previously_discarded,30010,30010,overall,410,checked_out_bounded,clean_parent_train_minocc100
95313,0.9531395313953139,95659,0.95659956599566,2201,905,904,0.9988950276243094,904,0,0.9988950276243094,859,859,859,1,99999,346,0.34600346003460036,0.0036301448910431946,type,factorized,previously_discarded,14560,99999,overall,4340,checked_out_bounded,clean_parent_train_minocc100
83396,0.8339683396833968,84166,0.8416684166841668,12158,12158,9170,0.7542358940615232,9762,592,0.8029281131765093,12125,9137,9729,2396,99999,770,0.7700077000770008,0.00923305674133052,valueRequiresStatement,factorized,previously_discarded,58250,99999,overall,15833,checked_out_bounded,clean_parent_train_minocc100
96038,0.960370396296037,96418,0.9641703582964171,28460,2002,2001,0.9995004995004995,2002,1,1.0,1983,1982,1983,0,100001,380,0.3799962000379996,0.0039567671130177635,valueType,factorized,previously_discarded,35445,100001,overall,3583,checked_out_bounded,clean_parent_train_minocc100
14244,0.9438738320853489,14286,0.9466569478497118,14788,8435,8435,1.0,8435,0,1.0,7480,7480,7480,0,15091,42,0.2783115764362865,0.0029486099410278013,conflictWith,factorized,previously_discarded,14940,15091,test,805,checked_out_bounded,clean_parent_train_minocc100
33240,0.9710780017528484,33242,0.9711364300321356,34223,19841,19576,0.9866438183559296,19576,0,0.9866438183559296,19747,19482,19482,265,34230,2,0.0058428279287175,6.016847172081829e-05,distinct,factorized,previously_discarded,34227,34230,test,988,checked_out_bounded,clean_parent_train_minocc100
10319,0.9805207145572026,10336,0.9821360699353858,10496,1107,909,0.8211382113821138,926,17,0.8364950316169828,1045,848,865,181,10524,17,0.16153553781832003,0.0016474464579901153,inverse,factorized,previously_discarded,10524,10524,test,188,checked_out_bounded,clean_parent_train_minocc100
8162,0.5441696113074205,8489,0.5659710647376491,1288,1266,1027,0.811216429699842,1051,24,0.830173775671406,1266,1027,1051,215,14999,327,2.1801453430228683,0.04006370987503063,itemRequiresStatement,factorized,previously_discarded,3906,14999,test,6510,checked_out_bounded,clean_parent_train_minocc100
1001,0.9737354085603113,1015,0.9873540856031129,1028,1028,1001,0.9737354085603113,1015,14,0.9873540856031129,975,949,963,13,1028,14,1.3618677042801557,0.013986013986013986,oneOf,factorized,previously_discarded,1028,1028,test,13,checked_out_bounded,clean_parent_train_minocc100
15660,0.8719861907678601,15765,0.8778328414722423,16469,9910,9843,0.9932391523713421,9903,60,0.9992936427850656,9796,9736,9796,7,17959,105,0.5846650704382204,0.006704980842911878,single,factorized,previously_discarded,17959,17959,test,2194,checked_out_bounded,clean_parent_train_minocc100
4415,0.9865921787709497,4423,0.9883798882681564,4472,4472,4412,0.9865831842576028,4420,8,0.9883720930232558,4468,4408,4416,52,4475,8,0.1787709497206704,0.001812004530011325,symmetric,factorized,previously_discarded,4475,4475,test,52,checked_out_bounded,clean_parent_train_minocc100
14296,0.9531302086805787,14356,0.9571304753650244,345,138,137,0.9927536231884058,137,0,0.9927536231884058,131,131,131,1,14999,60,0.40002666844456297,0.004196978175713486,type,factorized,previously_discarded,2205,14999,test,643,checked_out_bounded,clean_parent_train_minocc100
12537,0.8359114548606481,12641,0.8428457127617016,1791,1791,1381,0.7710776102735901,1457,76,0.8135120044667783,1786,1376,1452,334,14998,104,0.6934257901053473,0.00829544548137513,valueRequiresStatement,factorized,previously_discarded,8778,14998,test,2357,checked_out_bounded,clean_parent_train_minocc100
14402,0.9600693287114193,14468,0.9644690353976402,4163,268,267,0.996268656716418,268,1,1.0,268,267,268,0,15001,66,0.4399706686220919,0.004582696847660047,valueType,factorized,previously_discarded,5180,15001,test,533,checked_out_bounded,clean_parent_train_minocc100
66255,0.9407212835439444,66404,0.9428368592929149,68985,38712,38712,1.0,38712,0,1.0,34270,34270,34270,0,70430,149,0.21155757489706092,0.002248886876462154,conflictWith,factorized,previously_discarded,69686,70430,train,4026,checked_out_bounded,clean_parent_train_minocc100
155152,0.971260086513963,155160,0.9713101669556725,159711,92770,91531,0.9866443893500054,91531,0,0.9866443893500054,92336,91097,91097,1239,159743,8,0.0050080441709495875,5.156233886769104e-05,distinct,factorized,previously_discarded,159730,159743,train,4583,checked_out_bounded,clean_parent_train_minocc100
47896,0.9781081522627022,47982,0.9798644012416272,48816,5335,4327,0.8110590440487347,4413,86,0.8271790065604498,5024,4016,4102,922,48968,86,0.1756248978925012,0.0017955570402538835,inverse,factorized,previously_discarded,48968,48968,train,986,checked_out_bounded,clean_parent_train_minocc100
38585,0.5512142857142858,39987,0.5712428571428572,5966,5889,4856,0.8245882153166921,4964,108,0.8429274919341144,5886,4853,4961,925,70000,1402,2.0028571428571427,0.03633536348321887,itemRequiresStatement,factorized,previously_discarded,18424,70000,train,30013,checked_out_bounded,clean_parent_train_minocc100
4767,0.9935389745727387,4768,0.9937473947478116,4798,4798,4767,0.9935389745727387,4768,1,0.9937473947478116,4616,4585,4586,30,4798,1,0.020842017507294707,0.00020977554017201594,oneOf,factorized,previously_discarded,4798,4798,train,30,checked_out_bounded,clean_parent_train_minocc100
73185,0.8732772507606945,73688,0.8792792792792793,76799,46284,46062,0.9952035260565206,46283,221,0.9999783942615159,45779,45558,45779,1,83805,503,0.600202851858481,0.006872993099678896,single,factorized,previously_discarded,83805,83805,train,10117,checked_out_bounded,clean_parent_train_minocc100
20700,0.9842613285150492,20733,0.9858304407778993,21012,21012,20685,0.9844374643061108,20717,32,0.9859604035789072,20989,20662,20694,295,21031,33,0.15691122628500784,0.0015942028985507246,symmetric,factorized,previously_discarded,21031,21031,train,298,checked_out_bounded,clean_parent_train_minocc100
66698,0.9528149597862887,66945,0.956343480807417,1537,639,639,1.0,639,0,1.0,611,611,611,0,70001,247,0.35285210211282697,0.0037032594680500167,type,factorized,previously_discarded,10101,70001,train,3056,checked_out_bounded,clean_parent_train_minocc100
58340,0.8334285714285714,58879,0.8411285714285714,8531,8531,6371,0.7468057672019693,6801,430,0.7972101746571328,8508,6348,6778,1730,70000,539,0.77,0.009238944120671923,valueRequiresStatement,factorized,previously_discarded,40836,70000,train,11121,checked_out_bounded,clean_parent_train_minocc100
67236,0.9605142857142858,67486,0.9640857142857143,20026,1413,1413,1.0,1413,0,1.0,1398,1398,1398,0,70000,250,0.35714285714285715,0.0037182461776429296,valueType,factorized,previously_discarded,24896,70000,train,2514,checked_out_bounded,clean_parent_train_minocc100
14173,0.9391068115557911,14213,0.9417572223694672,14787,8369,8366,0.9996415342334807,8366,0,0.9996415342334807,7414,7414,7414,3,15092,40,0.26504108136761195,0.0028222676920905947,conflictWith,factorized,previously_discarded,14941,15092,val,879,checked_out_bounded,clean_parent_train_minocc100
33200,0.9699661096178567,33201,0.9699953254645319,34222,19746,19470,0.986022485566697,19471,1,0.9860731287349337,19660,19384,19385,275,34228,1,0.002921584667523665,3.0120481927710842e-05,distinct,factorized,previously_discarded,34224,34228,val,1027,checked_out_bounded,clean_parent_train_minocc100
10280,0.979420731707317,10307,0.9819931402439024,10466,1099,889,0.8089171974522293,916,27,0.8334849863512284,1040,830,857,183,10496,27,0.2572408536585366,0.002626459143968872,inverse,factorized,previously_discarded,10496,10496,val,189,checked_out_bounded,clean_parent_train_minocc100
8153,0.5434608718837488,8483,0.5654579389414744,1249,1223,1015,0.8299264104660671,1039,24,0.8495502861815208,1223,1015,1039,184,15002,330,2.1997067057725634,0.04047589844229118,itemRequiresStatement,factorized,previously_discarded,3860,15002,val,6519,checked_out_bounded,clean_parent_train_minocc100
1014,0.9863813229571985,1023,0.995136186770428,1028,1028,1014,0.9863813229571985,1023,9,0.995136186770428,986,972,981,5,1028,9,0.8754863813229572,0.008875739644970414,oneOf,factorized,previously_discarded,1028,1028,val,5,checked_out_bounded,clean_parent_train_minocc100
15603,0.8688122946711955,15708,0.8746589453755778,16472,9910,9843,0.9932391523713421,9904,61,0.9993945509586276,9808,9748,9808,6,17959,105,0.5846650704382204,0.006729475100942127,single,factorized,previously_discarded,17959,17959,val,2251,checked_out_bounded,clean_parent_train_minocc100
4434,0.9844582593250444,4444,0.9866785079928952,4502,4502,4433,0.9846734784540204,4443,10,0.9868947134606841,4495,4426,4436,59,4504,10,0.22202486678507993,0.0022552999548940008,symmetric,factorized,previously_discarded,4504,4504,val,60,checked_out_bounded,clean_parent_train_minocc100
14319,0.9546636442429496,14358,0.9572638175878392,319,128,128,1.0,128,0,1.0,117,117,117,0,14999,39,0.2600173344889659,0.0027236538864445843,type,factorized,previously_discarded,2254,14999,val,641,checked_out_bounded,clean_parent_train_minocc100
12519,0.834544363709086,12646,0.8430104659689354,1836,1836,1418,0.7723311546840959,1504,86,0.8191721132897604,1831,1413,1499,332,15001,127,0.8466102259849343,0.010144580238038181,valueRequiresStatement,factorized,previously_discarded,8636,15001,val,2355,checked_out_bounded,clean_parent_train_minocc100
14400,0.96,14464,0.9642666666666667,4271,321,321,1.0,321,0,1.0,317,317,317,0,15000,64,0.4266666666666667,0.0044444444444444444,valueType,factorized,previously_discarded,5369,15000,val,536,checked_out_bounded,clean_parent_train_minocc100
853621,0.8934800379740608,858573,0.8986632670043302,766002,661534,609611,0.9215112148430769,612297,2686,0.9255714747843649,661534,609611,612297,49237,955389,4952,0.5183229030269346,0.005801169371418932,overall,passive,previously_discarded,847947,955389,overall,96816,audited_v3_bounded,existing_train_val_minocc100
128179,0.8944551443086027,128922,0.8996399263105007,115060,99453,91686,0.9219028083617387,92085,399,0.9259147537027541,99453,91686,92085,7368,143304,743,0.5184782001898063,0.00579658134327776,overall,passive,previously_discarded,127319,143304,test,14382,audited_v3_bounded,existing_train_val_minocc100
597423,0.8933080732562173,600881,0.8984787133509575,535996,462878,426577,0.92157544752613,428460,1883,0.9256434740903651,462878,426577,428460,34418,668776,3458,0.5170640094740242,0.005788193624952504,overall,passive,previously_discarded,593467,668776,train,67895,audited_v3_bounded,existing_train_val_minocc100
128019,0.8933074684772065,128770,0.8985478930143954,114946,99203,91348,0.9208189268469703,91752,404,0.9248913843331351,99203,91348,91752,7451,143309,751,0.5240424537188871,0.005866316718612081,overall,passive,previously_discarded,127161,143309,val,14539,audited_v3_bounded,existing_train_val_minocc100
94588,0.9401170822855893,94845,0.9426714241698388,99308,76892,76505,0.9949669666545284,76595,90,0.9961374395255683,76892,76505,76595,297,100613,257,0.255434188424955,0.002717046559817313,conflictWith,passive,previously_discarded,100605,100613,overall,5768,audited_v3_bounded,existing_train_val_minocc100
