A,A_over_R,B,B_over_R,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,source_records,split,still_unexpressible,vocabulary_profile
47896,0.9781081522627022,47982,0.9798644012416272,48968,86,0.1756248978925012,0.0017955570402538835,inverse,factorized,previously_discarded,48968,train,986,clean_parent_train_minocc100
38585,0.5512142857142858,39987,0.5712428571428572,70000,1402,2.0028571428571427,0.03633536348321887,itemRequiresStatement,factorized,previously_discarded,70000,train,30013,clean_parent_train_minocc100
4767,0.9935389745727387,4768,0.9937473947478116,4798,1,0.020842017507294707,0.00020977554017201594,oneOf,factorized,previously_discarded,4798,train,30,clean_parent_train_minocc100
73185,0.8732772507606945,73688,0.8792792792792793,83805,503,0.600202851858481,0.006872993099678896,single,factorized,previously_discarded,83805,train,10117,clean_parent_train_minocc100
20700,0.9842613285150492,20733,0.9858304407778993,21031,33,0.15691122628500784,0.0015942028985507246,symmetric,factorized,previously_discarded,21031,train,298,clean_parent_train_minocc100
66698,0.9528149597862887,66945,0.956343480807417,70001,247,0.35285210211282697,0.0037032594680500167,type,factorized,previously_discarded,70001,train,3056,clean_parent_train_minocc100
58340,0.8334285714285714,58879,0.8411285714285714,70000,539,0.77,0.009238944120671923,valueRequiresStatement,factorized,previously_discarded,70000,train,11121,clean_parent_train_minocc100
67236,0.9605142857142858,67486,0.9640857142857143,70000,250,0.35714285714285715,0.0037182461776429296,valueType,factorized,previously_discarded,70000,train,2514,clean_parent_train_minocc100
14173,0.9391068115557911,14213,0.9417572223694672,15092,40,0.26504108136761195,0.0028222676920905947,conflictWith,factorized,previously_discarded,15092,val,879,clean_parent_train_minocc100
33200,0.9699661096178567,33201,0.9699953254645319,34228,1,0.002921584667523665,3.0120481927710842e-05,distinct,factorized,previously_discarded,34228,val,1027,clean_parent_train_minocc100
10280,0.979420731707317,10307,0.9819931402439024,10496,27,0.2572408536585366,0.002626459143968872,inverse,factorized,previously_discarded,10496,val,189,clean_parent_train_minocc100
8153,0.5434608718837488,8483,0.5654579389414744,15002,330,2.1997067057725634,0.04047589844229118,itemRequiresStatement,factorized,previously_discarded,15002,val,6519,clean_parent_train_minocc100
1014,0.9863813229571985,1023,0.995136186770428,1028,9,0.8754863813229572,0.008875739644970414,oneOf,factorized,previously_discarded,1028,val,5,clean_parent_train_minocc100
15603,0.8688122946711955,15708,0.8746589453755778,17959,105,0.5846650704382204,0.006729475100942127,single,factorized,previously_discarded,17959,val,2251,clean_parent_train_minocc100
4434,0.9844582593250444,4444,0.9866785079928952,4504,10,0.22202486678507993,0.0022552999548940008,symmetric,factorized,previously_discarded,4504,val,60,clean_parent_train_minocc100
14319,0.9546636442429496,14358,0.9572638175878392,14999,39,0.2600173344889659,0.0027236538864445843,type,factorized,previously_discarded,14999,val,641,clean_parent_train_minocc100
12519,0.834544363709086,12646,0.8430104659689354,15001,127,0.8466102259849343,0.010144580238038181,valueRequiresStatement,factorized,previously_discarded,15001,val,2355,clean_parent_train_minocc100
14400,0.96,14464,0.9642666666666667,15000,64,0.4266666666666667,0.0044444444444444444,valueType,factorized,previously_discarded,15000,val,536,clean_parent_train_minocc100
