E,R,count,family,fixed_pre_violated_fraction,population,post,pre,row_fraction,split,validator_profile
25127,35917,0,single,0.0,parent_pool,unknown,violated,0.0,test,audited_v3_bounded
25127,35917,0,single,,parent_pool,satisfied,unknown,0.0,test,audited_v3_bounded
25127,35917,0,single,,parent_pool,violated,unknown,0.0,test,audited_v3_bounded
25127,35917,8579,single,,parent_pool,unknown,unknown,0.23885625191413537,test,audited_v3_bounded
8884,8891,4,symmetric,,parent_pool,satisfied,satisfied,0.0004498931503767855,test,audited_v3_bounded
8884,8891,0,symmetric,,parent_pool,violated,satisfied,0.0,test,audited_v3_bounded
8884,8891,0,symmetric,,parent_pool,unknown,satisfied,0.0,test,audited_v3_bounded
8884,8891,3021,symmetric,0.340049527239982,parent_pool,satisfied,violated,0.33978180182206724,test,audited_v3_bounded
8884,8891,0,symmetric,0.0,parent_pool,violated,violated,0.0,test,audited_v3_bounded
8884,8891,5863,symmetric,0.6599504727600181,parent_pool,unknown,violated,0.6594308851647733,test,audited_v3_bounded
8884,8891,0,symmetric,,parent_pool,satisfied,unknown,0.0,test,audited_v3_bounded
8884,8891,0,symmetric,,parent_pool,violated,unknown,0.0,test,audited_v3_bounded
8884,8891,3,symmetric,,parent_pool,unknown,unknown,0.0003374198627825891,test,audited_v3_bounded
20525,30001,8693,type,,parent_pool,satisfied,satisfied,0.28975700809973,test,audited_v3_bounded
20525,30001,0,type,,parent_pool,violated,satisfied,0.0,test,audited_v3_bounded
20525,30001,0,type,,parent_pool,unknown,satisfied,0.0,test,audited_v3_bounded
20525,30001,19270,type,0.9388550548112058,parent_pool,satisfied,violated,0.6423119229359021,test,audited_v3_bounded
20525,30001,744,type,0.03624847746650426,parent_pool,violated,violated,0.02479917336088797,test,audited_v3_bounded
20525,30001,511,type,0.02489646772228989,parent_pool,unknown,violated,0.01703276557448085,test,audited_v3_bounded
20525,30001,577,type,,parent_pool,satisfied,unknown,0.019232692243591882,test,audited_v3_bounded
20525,30001,0,type,,parent_pool,violated,unknown,0.0,test,audited_v3_bounded
20525,30001,206,type,,parent_pool,unknown,unknown,0.006866437785407153,test,audited_v3_bounded
15986,30001,9222,valueRequiresStatement,,parent_pool,satisfied,satisfied,0.30738975367487753,test,audited_v3_bounded
15986,30001,0,valueRequiresStatement,,parent_pool,violated,satisfied,0.0,test,audited_v3_bounded
15986,30001,7,valueRequiresStatement,,parent_pool,unknown,satisfied,0.00023332555581480617,test,audited_v3_bounded
15986,30001,13584,valueRequiresStatement,0.8497435255848867,parent_pool,satisfied,violated,0.452784907169761,test,audited_v3_bounded
15986,30001,0,valueRequiresStatement,0.0,parent_pool,violated,violated,0.0,test,audited_v3_bounded
15986,30001,2402,valueRequiresStatement,0.15025647441511322,parent_pool,unknown,violated,0.08006399786673778,test,audited_v3_bounded
15986,30001,0,valueRequiresStatement,,parent_pool,satisfied,unknown,0.0,test,audited_v3_bounded
15986,30001,0,valueRequiresStatement,,parent_pool,violated,unknown,0.0,test,audited_v3_bounded
15986,30001,4786,valueRequiresStatement,,parent_pool,unknown,unknown,0.15952801573280892,test,audited_v3_bounded
14304,30000,13331,valueType,,parent_pool,satisfied,satisfied,0.4443666666666667,test,audited_v3_bounded
14304,30000,0,valueType,,parent_pool,violated,satisfied,0.0,test,audited_v3_bounded
14304,30000,15,valueType,,parent_pool,unknown,satisfied,0.0005,test,audited_v3_bounded
14304,30000,11437,valueType,0.7995665548098434,parent_pool,satisfied,violated,0.3812333333333333,test,audited_v3_bounded
14304,30000,6,valueType,0.00041946308724832214,parent_pool,violated,violated,0.0002,test,audited_v3_bounded
14304,30000,2861,valueType,0.20001398210290827,parent_pool,unknown,violated,0.09536666666666667,test,audited_v3_bounded
14304,30000,641,valueType,,parent_pool,satisfied,unknown,0.021366666666666666,test,audited_v3_bounded
14304,30000,0,valueType,,parent_pool,violated,unknown,0.0,test,audited_v3_bounded
14304,30000,1709,valueType,,parent_pool,unknown,unknown,0.056966666666666665,test,audited_v3_bounded
139033,140857,1808,conflictWith,,parent_pool,satisfied,satisfied,0.012835712815124559,train,audited_v3_bounded
139033,140857,6,conflictWith,,parent_pool,violated,satisfied,4.259639208559035e-05,train,audited_v3_bounded
139033,140857,0,conflictWith,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
139033,140857,107433,conflictWith,0.7727158300547352,parent_pool,satisfied,violated,0.762709698488538,train,audited_v3_bounded
139033,140857,31600,conflictWith,0.2272841699452648,parent_pool,violated,violated,0.2243409983174425,train,audited_v3_bounded
139033,140857,0,conflictWith,0.0,parent_pool,unknown,violated,0.0,train,audited_v3_bounded
139033,140857,0,conflictWith,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
139033,140857,0,conflictWith,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
139033,140857,10,conflictWith,,parent_pool,unknown,unknown,7.099398680931725e-05,train,audited_v3_bounded
319422,319486,32,distinct,,parent_pool,satisfied,satisfied,0.00010016088341899176,train,audited_v3_bounded
319422,319486,0,distinct,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
319422,319486,0,distinct,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
319422,319486,318086,distinct,0.9958174452605018,parent_pool,satisfied,violated,0.9956179613504191,train,audited_v3_bounded
319422,319486,1336,distinct,0.0041825547394982185,parent_pool,violated,violated,0.004181716882742906,train,audited_v3_bounded
319422,319486,0,distinct,0.0,parent_pool,unknown,violated,0.0,train,audited_v3_bounded
319422,319486,0,distinct,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
319422,319486,0,distinct,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
319422,319486,32,distinct,,parent_pool,unknown,unknown,0.00010016088341899176,train,audited_v3_bounded
97941,98225,255,inverse,,parent_pool,satisfied,satisfied,0.0025960804275897173,train,audited_v3_bounded
97941,98225,0,inverse,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
97941,98225,10,inverse,,parent_pool,unknown,satisfied,0.00010180707559175362,train,audited_v3_bounded
97941,98225,87319,inverse,0.8915469517362494,parent_pool,satisfied,violated,0.8889692033596335,train,audited_v3_bounded
97941,98225,9,inverse,9.18920574631666e-05,parent_pool,violated,violated,9.162636803257827e-05,train,audited_v3_bounded
97941,98225,10613,inverse,0.10836115620628746,parent_pool,unknown,violated,0.10804784932552812,train,audited_v3_bounded
97941,98225,0,inverse,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
97941,98225,0,inverse,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
97941,98225,19,inverse,,parent_pool,unknown,unknown,0.0001934334436243319,train,audited_v3_bounded
117644,140001,22337,itemRequiresStatement,,parent_pool,satisfied,satisfied,0.1595488603652831,train,audited_v3_bounded
117644,140001,0,itemRequiresStatement,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
117644,140001,0,itemRequiresStatement,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
117644,140001,116381,itemRequiresStatement,0.9892642208697426,parent_pool,satisfied,violated,0.8312869193791473,train,audited_v3_bounded
117644,140001,1263,itemRequiresStatement,0.010735779130257387,parent_pool,violated,violated,0.009021364133113335,train,audited_v3_bounded
117644,140001,0,itemRequiresStatement,0.0,parent_pool,unknown,violated,0.0,train,audited_v3_bounded
117644,140001,0,itemRequiresStatement,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
117644,140001,0,itemRequiresStatement,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
117644,140001,20,itemRequiresStatement,,parent_pool,unknown,unknown,0.00014285612245626818,train,audited_v3_bounded
2232,9596,0,oneOf,,parent_pool,satisfied,satisfied,0.0,train,audited_v3_bounded
2232,9596,0,oneOf,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
2232,9596,0,oneOf,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
2232,9596,2123,oneOf,0.9511648745519713,parent_pool,satisfied,violated,0.2212380158399333,train,audited_v3_bounded
2232,9596,109,oneOf,0.04883512544802868,parent_pool,violated,violated,0.011358899541475615,train,audited_v3_bounded
2232,9596,0,oneOf,0.0,parent_pool,unknown,violated,0.0,train,audited_v3_bounded
2232,9596,0,oneOf,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
2232,9596,0,oneOf,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
2232,9596,7364,oneOf,,parent_pool,unknown,unknown,0.7674030846185911,train,audited_v3_bounded
116879,167612,10288,single,,parent_pool,satisfied,satisfied,0.061379853471111856,train,audited_v3_bounded
116879,167612,0,single,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
116879,167612,0,single,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
116879,167612,73703,single,0.6305923219740073,parent_pool,satisfied,violated,0.43972388611793906,train,audited_v3_bounded
116879,167612,43176,single,0.36940767802599267,parent_pool,violated,violated,0.25759492160465836,train,audited_v3_bounded
116879,167612,0,single,0.0,parent_pool,unknown,violated,0.0,train,audited_v3_bounded
116879,167612,0,single,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
116879,167612,0,single,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
116879,167612,40445,single,,parent_pool,unknown,unknown,0.24130133880629073,train,audited_v3_bounded
41745,41776,13,symmetric,,parent_pool,satisfied,satisfied,0.00031118345461509,train,audited_v3_bounded
41745,41776,0,symmetric,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
41745,41776,1,symmetric,,parent_pool,unknown,satisfied,2.3937188816545384e-05,train,audited_v3_bounded
41745,41776,14428,symmetric,0.34562223020721045,parent_pool,satisfied,violated,0.34536576024511684,train,audited_v3_bounded
41745,41776,0,symmetric,0.0,parent_pool,violated,violated,0.0,train,audited_v3_bounded
41745,41776,27317,symmetric,0.6543777697927896,parent_pool,unknown,violated,0.6538921869015702,train,audited_v3_bounded
41745,41776,0,symmetric,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
41745,41776,0,symmetric,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
41745,41776,17,symmetric,,parent_pool,unknown,unknown,0.00040693220988127153,train,audited_v3_bounded
95529,140001,40745,type,,parent_pool,satisfied,satisfied,0.2910336354740323,train,audited_v3_bounded
95529,140001,0,type,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
95529,140001,0,type,,parent_pool,unknown,satisfied,0.0,train,audited_v3_bounded
95529,140001,89913,type,0.9412115692616901,parent_pool,satisfied,violated,0.642231126920522,train,audited_v3_bounded
95529,140001,3239,type,0.033905934323608534,parent_pool,violated,violated,0.02313554903179263,train,audited_v3_bounded
95529,140001,2377,type,0.024882496414701295,parent_pool,unknown,violated,0.01697845015392747,train,audited_v3_bounded
95529,140001,2732,type,,parent_pool,satisfied,unknown,0.01951414632752623,train,audited_v3_bounded
95529,140001,0,type,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
95529,140001,995,type,,parent_pool,unknown,unknown,0.007107092092199342,train,audited_v3_bounded
75188,140000,42183,valueRequiresStatement,,parent_pool,satisfied,satisfied,0.3013071428571429,train,audited_v3_bounded
75188,140000,0,valueRequiresStatement,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
75188,140000,69,valueRequiresStatement,,parent_pool,unknown,satisfied,0.0004928571428571429,train,audited_v3_bounded
75188,140000,63808,valueRequiresStatement,0.8486460605415758,parent_pool,satisfied,violated,0.45577142857142855,train,audited_v3_bounded
75188,140000,1,valueRequiresStatement,1.3299994680002128e-05,parent_pool,violated,violated,7.142857142857143e-06,train,audited_v3_bounded
75188,140000,11379,valueRequiresStatement,0.1513406394637442,parent_pool,unknown,violated,0.08127857142857142,train,audited_v3_bounded
75188,140000,0,valueRequiresStatement,,parent_pool,satisfied,unknown,0.0,train,audited_v3_bounded
75188,140000,0,valueRequiresStatement,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
75188,140000,22560,valueRequiresStatement,,parent_pool,unknown,unknown,0.16114285714285714,train,audited_v3_bounded
66333,140001,62768,valueType,,parent_pool,satisfied,satisfied,0.448339654716752,train,audited_v3_bounded
66333,140001,0,valueType,,parent_pool,violated,satisfied,0.0,train,audited_v3_bounded
66333,140001,76,valueType,,parent_pool,unknown,satisfied,0.0005428532653338191,train,audited_v3_bounded
66333,140001,52533,valueType,0.7919587535615756,parent_pool,satisfied,violated,0.3752330340497568,train,audited_v3_bounded
66333,140001,51,valueType,0.000768848084663742,parent_pool,violated,violated,0.00036428311226348385,train,audited_v3_bounded
66333,140001,13749,valueType,0.20727239835376057,parent_pool,unknown,violated,0.09820644138256156,train,audited_v3_bounded
66333,140001,3146,valueType,,parent_pool,satisfied,unknown,0.022471268062370982,train,audited_v3_bounded
66333,140001,0,valueType,,parent_pool,violated,unknown,0.0,train,audited_v3_bounded
66333,140001,7678,valueType,,parent_pool,unknown,unknown,0.05484246541096135,train,audited_v3_bounded
29811,30184,367,conflictWith,,parent_pool,satisfied,satisfied,0.012158759607739199,val,audited_v3_bounded
29811,30184,0,conflictWith,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
29811,30184,0,conflictWith,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
29811,30184,23013,conflictWith,0.7719633692261246,parent_pool,satisfied,violated,0.7624238006891068,val,audited_v3_bounded
29811,30184,6798,conflictWith,0.22803663077387543,parent_pool,violated,violated,0.22521865889212828,val,audited_v3_bounded
29811,30184,0,conflictWith,0.0,parent_pool,unknown,violated,0.0,val,audited_v3_bounded
29811,30184,0,conflictWith,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
29811,30184,0,conflictWith,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
29811,30184,6,conflictWith,,parent_pool,unknown,unknown,0.00019878081102570898,val,audited_v3_bounded
68448,68461,7,distinct,,parent_pool,satisfied,satisfied,0.00010224799520895108,val,audited_v3_bounded
68448,68461,0,distinct,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
68448,68461,0,distinct,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
68448,68461,68153,distinct,0.9956901589527817,parent_pool,satisfied,violated,0.9955010882108062,val,audited_v3_bounded
68448,68461,295,distinct,0.0043098410472183265,parent_pool,violated,violated,0.004309022655234367,val,audited_v3_bounded
68448,68461,0,distinct,0.0,parent_pool,unknown,violated,0.0,val,audited_v3_bounded
68448,68461,0,distinct,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
68448,68461,0,distinct,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
68448,68461,6,distinct,,parent_pool,unknown,unknown,8.76411387505295e-05,val,audited_v3_bounded
20958,21015,51,inverse,,parent_pool,satisfied,satisfied,0.0024268379728765166,val,audited_v3_bounded
20958,21015,0,inverse,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
20958,21015,0,inverse,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
20958,21015,18691,inverse,0.8918312816108407,parent_pool,satisfied,violated,0.8894123245300976,val,audited_v3_bounded
20958,21015,2,inverse,9.542895314438401e-05,parent_pool,violated,violated,9.517011658339281e-05,val,audited_v3_bounded
20958,21015,2265,inverse,0.1080732894360149,parent_pool,unknown,violated,0.10778015703069237,val,audited_v3_bounded
20958,21015,0,inverse,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
20958,21015,0,inverse,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
20958,21015,6,inverse,,parent_pool,unknown,unknown,0.00028551034975017847,val,audited_v3_bounded
25259,30000,4740,itemRequiresStatement,,parent_pool,satisfied,satisfied,0.158,val,audited_v3_bounded
25259,30000,0,itemRequiresStatement,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
25259,30000,0,itemRequiresStatement,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
25259,30000,25004,itemRequiresStatement,0.9899045884635179,parent_pool,satisfied,violated,0.8334666666666667,val,audited_v3_bounded
25259,30000,255,itemRequiresStatement,0.010095411536482047,parent_pool,violated,violated,0.0085,val,audited_v3_bounded
25259,30000,0,itemRequiresStatement,0.0,parent_pool,unknown,violated,0.0,val,audited_v3_bounded
25259,30000,0,itemRequiresStatement,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
25259,30000,0,itemRequiresStatement,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
25259,30000,1,itemRequiresStatement,,parent_pool,unknown,unknown,3.3333333333333335e-05,val,audited_v3_bounded
467,2057,0,oneOf,,parent_pool,satisfied,satisfied,0.0,val,audited_v3_bounded
467,2057,0,oneOf,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
467,2057,0,oneOf,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
467,2057,448,oneOf,0.9593147751605996,parent_pool,satisfied,violated,0.2177929022848809,val,audited_v3_bounded
467,2057,19,oneOf,0.04068522483940043,parent_pool,violated,violated,0.009236752552260573,val,audited_v3_bounded
467,2057,0,oneOf,0.0,parent_pool,unknown,violated,0.0,val,audited_v3_bounded
467,2057,0,oneOf,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
467,2057,0,oneOf,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
467,2057,1590,oneOf,,parent_pool,unknown,unknown,0.7729703451628586,val,audited_v3_bounded
25108,35917,2200,single,,parent_pool,satisfied,satisfied,0.06125233176490241,val,audited_v3_bounded
25108,35917,0,single,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
25108,35917,0,single,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
25108,35917,15924,single,0.6342201688704795,parent_pool,satisfied,violated,0.4433555141019573,val,audited_v3_bounded
25108,35917,9184,single,0.36577983112952045,parent_pool,violated,violated,0.25570064314948354,val,audited_v3_bounded
25108,35917,0,single,0.0,parent_pool,unknown,violated,0.0,val,audited_v3_bounded
25108,35917,0,single,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
25108,35917,0,single,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
25108,35917,8609,single,,parent_pool,unknown,unknown,0.23969151098365676,val,audited_v3_bounded
8982,8985,2,symmetric,,parent_pool,satisfied,satisfied,0.00022259321090706732,val,audited_v3_bounded
8982,8985,0,symmetric,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
8982,8985,1,symmetric,,parent_pool,unknown,satisfied,0.00011129660545353366,val,audited_v3_bounded
8982,8985,3078,symmetric,0.342685370741483,parent_pool,satisfied,violated,0.3425709515859766,val,audited_v3_bounded
8982,8985,0,symmetric,0.0,parent_pool,violated,violated,0.0,val,audited_v3_bounded
8982,8985,5904,symmetric,0.657314629258517,parent_pool,unknown,violated,0.6570951585976628,val,audited_v3_bounded
8982,8985,0,symmetric,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
8982,8985,0,symmetric,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
8982,8985,0,symmetric,,parent_pool,unknown,unknown,0.0,val,audited_v3_bounded
20385,30000,8784,type,,parent_pool,satisfied,satisfied,0.2928,val,audited_v3_bounded
20385,30000,0,type,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
20385,30000,0,type,,parent_pool,unknown,satisfied,0.0,val,audited_v3_bounded
20385,30000,19260,type,0.9448123620309051,parent_pool,satisfied,violated,0.642,val,audited_v3_bounded
20385,30000,667,type,0.032720137355898946,parent_pool,violated,violated,0.022233333333333334,val,audited_v3_bounded
20385,30000,458,type,0.022467500613195978,parent_pool,unknown,violated,0.015266666666666666,val,audited_v3_bounded
20385,30000,608,type,,parent_pool,satisfied,unknown,0.020266666666666665,val,audited_v3_bounded
20385,30000,0,type,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
20385,30000,223,type,,parent_pool,unknown,unknown,0.0074333333333333335,val,audited_v3_bounded
16275,30000,8909,valueRequiresStatement,,parent_pool,satisfied,satisfied,0.29696666666666666,val,audited_v3_bounded
16275,30000,0,valueRequiresStatement,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
16275,30000,16,valueRequiresStatement,,parent_pool,unknown,satisfied,0.0005333333333333334,val,audited_v3_bounded
16275,30000,13763,valueRequiresStatement,0.845652841781874,parent_pool,satisfied,violated,0.45876666666666666,val,audited_v3_bounded
16275,30000,1,valueRequiresStatement,6.144393241167435e-05,parent_pool,violated,violated,3.3333333333333335e-05,val,audited_v3_bounded
16275,30000,2511,valueRequiresStatement,0.15428571428571428,parent_pool,unknown,violated,0.0837,val,audited_v3_bounded
16275,30000,0,valueRequiresStatement,,parent_pool,satisfied,unknown,0.0,val,audited_v3_bounded
16275,30000,0,valueRequiresStatement,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
16275,30000,4800,valueRequiresStatement,,parent_pool,unknown,unknown,0.16,val,audited_v3_bounded
14279,30000,13440,valueType,,parent_pool,satisfied,satisfied,0.448,val,audited_v3_bounded
14279,30000,0,valueType,,parent_pool,violated,satisfied,0.0,val,audited_v3_bounded
14279,30000,12,valueType,,parent_pool,unknown,satisfied,0.0004,val,audited_v3_bounded
14279,30000,11343,valueType,0.7943833601792842,parent_pool,satisfied,violated,0.3781,val,audited_v3_bounded
14279,30000,12,valueType,0.0008403949856432523,parent_pool,violated,violated,0.0004,val,audited_v3_bounded
14279,30000,2924,valueType,0.20477624483507248,parent_pool,unknown,violated,0.09746666666666666,val,audited_v3_bounded
14279,30000,643,valueType,,parent_pool,satisfied,unknown,0.021433333333333332,val,audited_v3_bounded
14279,30000,0,valueType,,parent_pool,violated,unknown,0.0,val,audited_v3_bounded
14279,30000,1626,valueType,,parent_pool,unknown,unknown,0.0542,val,audited_v3_bounded
594735,955405,94538,overall,,existing_sample,satisfied,satisfied,0.09895070676833385,overall,checked_out_bounded
594735,955405,160,overall,,existing_sample,violated,satisfied,0.00016746824645045818,overall,checked_out_bounded
594735,955405,0,overall,,existing_sample,unknown,satisfied,0.0,overall,checked_out_bounded
594735,955405,321199,overall,0.5400707878298738,existing_sample,satisfied,violated,0.33619145807275447,overall,checked_out_bounded
594735,955405,273536,overall,0.45992921217012617,existing_sample,violated,violated,0.2863037141317033,overall,checked_out_bounded
594735,955405,0,overall,0.0,existing_sample,unknown,violated,0.0,overall,checked_out_bounded
594735,955405,7401,overall,,existing_sample,satisfied,unknown,0.007746453074874007,overall,checked_out_bounded
594735,955405,2497,overall,,existing_sample,violated,unknown,0.002613551321167463,overall,checked_out_bounded
594735,955405,256074,overall,,existing_sample,unknown,unknown,0.2680266483847164,overall,checked_out_bounded
89158,143316,14295,overall,,existing_sample,satisfied,satisfied,0.09974462027966173,test,checked_out_bounded
89158,143316,24,overall,,existing_sample,violated,satisfied,0.0001674621116972285,test,checked_out_bounded
89158,143316,0,overall,,existing_sample,unknown,satisfied,0.0,test,checked_out_bounded
89158,143316,48117,overall,0.5396823616501043,existing_sample,satisfied,violated,0.33574060118898097,test,checked_out_bounded
89158,143316,41041,overall,0.4603176383498957,existing_sample,violated,violated,0.2863671885902481,test,checked_out_bounded
89158,143316,0,overall,0.0,existing_sample,unknown,violated,0.0,test,checked_out_bounded
89158,143316,1075,overall,,existing_sample,satisfied,unknown,0.00750090708643836,test,checked_out_bounded
89158,143316,369,overall,,existing_sample,violated,unknown,0.002574729967344888,test,checked_out_bounded
89158,143316,38395,overall,,existing_sample,unknown,unknown,0.26790449077562867,test,checked_out_bounded
416325,668779,66157,overall,,existing_sample,satisfied,satisfied,0.09892206543566709,train,checked_out_bounded
416325,668779,117,overall,,existing_sample,violated,satisfied,0.00017494568459835012,train,checked_out_bounded
416325,668779,0,overall,,existing_sample,unknown,satisfied,0.0,train,checked_out_bounded
416325,668779,224774,overall,0.539900318260974,existing_sample,satisfied,violated,0.3360960795718765,train,checked_out_bounded
416325,668779,191551,overall,0.460099681739026,existing_sample,violated,violated,0.2864189814572527,train,checked_out_bounded
416325,668779,0,overall,0.0,existing_sample,unknown,violated,0.0,train,checked_out_bounded
416325,668779,5166,overall,,existing_sample,satisfied,unknown,0.007724524843034844,train,checked_out_bounded
416325,668779,1733,overall,,existing_sample,violated,unknown,0.002591289499221716,train,checked_out_bounded
416325,668779,179281,overall,,existing_sample,unknown,unknown,0.2680721135083488,train,checked_out_bounded
89252,143310,14086,overall,,existing_sample,satisfied,satisfied,0.09829041937059521,val,checked_out_bounded
89252,143310,19,overall,,existing_sample,violated,satisfied,0.00013257972228037122,val,checked_out_bounded
89252,143310,0,overall,,existing_sample,unknown,satisfied,0.0,val,checked_out_bounded
89252,143310,48308,overall,0.5412539775019047,existing_sample,satisfied,violated,0.3370874328379038,val,checked_out_bounded
89252,143310,40944,overall,0.45874602249809526,existing_sample,violated,violated,0.28570232363408,val,checked_out_bounded
89252,143310,0,overall,0.0,existing_sample,unknown,violated,0.0,val,checked_out_bounded
89252,143310,1160,overall,,existing_sample,satisfied,unknown,0.008094340939222663,val,checked_out_bounded
89252,143310,395,overall,,existing_sample,violated,unknown,0.0027562626474077175,val,checked_out_bounded
89252,143310,38398,overall,,existing_sample,unknown,unknown,0.2679366408485102,val,checked_out_bounded
98641,100612,940,conflictWith,,existing_sample,satisfied,satisfied,0.009342821929789687,overall,checked_out_bounded
98641,100612,47,conflictWith,,existing_sample,violated,satisfied,0.00046714109648948434,overall,checked_out_bounded
98641,100612,0,conflictWith,,existing_sample,unknown,satisfied,0.0,overall,checked_out_bounded
98641,100612,55331,conflictWith,0.5609330805648767,existing_sample,satisfied,violated,0.549944340635312,overall,checked_out_bounded
98641,100612,43310,conflictWith,0.4390669194351233,existing_sample,violated,violated,0.43046555082892696,overall,checked_out_bounded
98641,100612,0,conflictWith,0.0,existing_sample,unknown,violated,0.0,overall,checked_out_bounded
98641,100612,0,conflictWith,,existing_sample,satisfied,unknown,0.0,overall,checked_out_bounded
98641,100612,0,conflictWith,,existing_sample,violated,unknown,0.0,overall,checked_out_bounded
98641,100612,984,conflictWith,,existing_sample,unknown,unknown,0.009780145509481971,overall,checked_out_bounded
228160,228208,22,distinct,,existing_sample,satisfied,satisfied,9.640328121713525e-05,overall,checked_out_bounded
228160,228208,0,distinct,,existing_sample,violated,satisfied,0.0,overall,checked_out_bounded
228160,228208,0,distinct,,existing_sample,unknown,satisfied,0.0,overall,checked_out_bounded
228160,228208,132079,distinct,0.5788876227208977,existing_sample,satisfied,violated,0.5787658627217276,overall,checked_out_bounded
228160,228208,96081,distinct,0.4211123772791024,existing_sample,violated,violated,0.42102380284652596,overall,checked_out_bounded
228160,228208,0,distinct,0.0,existing_sample,unknown,violated,0.0,overall,checked_out_bounded
228160,228208,26,distinct,,existing_sample,satisfied,unknown,0.00011393115052934165,overall,checked_out_bounded
228160,228208,0,distinct,,existing_sample,violated,unknown,0.0,overall,checked_out_bounded
228160,228208,0,distinct,,existing_sample,unknown,unknown,0.0,overall,checked_out_bounded
70146,70361,215,inverse,,existing_sample,satisfied,satisfied,0.003055670044484871,overall,checked_out_bounded
70146,70361,0,inverse,,existing_sample,violated,satisfied,0.0,overall,checked_out_bounded
70146,70361,0,inverse,,existing_sample,unknown,satisfied,0.0,overall,checked_out_bounded
70146,70361,7653,inverse,0.1091010178769994,existing_sample,satisfied,violated,0.10876764116484984,overall,checked_out_bounded
70146,70361,62493,inverse,0.8908989821230006,existing_sample,violated,violated,0.8881766887906652,overall,checked_out_bounded
70146,70361,0,inverse,0.0,existing_sample,unknown,violated,0.0,overall,checked_out_bounded
70146,70361,0,inverse,,existing_sample,satisfied,unknown,0.0,overall,checked_out_bounded
70146,70361,0,inverse,,existing_sample,violated,unknown,0.0,overall,checked_out_bounded
70146,70361,0,inverse,,existing_sample,unknown,unknown,0.0,overall,checked_out_bounded
