addition_only,base_preserved,base_removed,deletion_only,distinct_definitions,distinct_semantic_terms_max,distinct_semantic_terms_mean,distinct_semantic_terms_median,distinct_semantic_terms_p95,distinct_semantic_terms_sum,edges_max,edges_mean,edges_median,edges_p95,edges_sum,family,input_profile,loss_from_R,nodes_max,nodes_mean,nodes_median,nodes_p95,nodes_sum,noop,paired,population,pre_triples_max,pre_triples_mean,pre_triples_median,pre_triples_p95,pre_triples_sum,primary_post_satisfied,primary_post_unknown,primary_post_violated,primary_pre_satisfied,primary_pre_unknown,primary_pre_violated,records,retention_from_R,same_subject_property_replacement,split,subset,unknown_feature_nodes_max,unknown_feature_nodes_mean,unknown_feature_nodes_median,unknown_feature_nodes_p95,unknown_feature_nodes_sum,unresolved_operations,validator_profile,vocabulary_profile
951751,1354714,556080,833145,5667,2262,86.6255786861378,41.0,233.0,165523636,4508,140.02212274059895,54.0,428.0,267553432,overall,passive,0,4503,138.39937533821018,53.0,426.0,264452696,0,125898,parent_pool,2253,32.19851224150798,23.0,89.0,61524724,846636,512701,551457,189070,532593,1189131,1910794,1.0,99080,overall,R,2241,10.672380696192263,5.0,39.0,20392721,421733,checked_out_bounded,existing_train_val_minocc100
142874,203417,83203,124940,3364,2147,86.61892052194543,41.0,233.0,24826715,4272,140.08995185262717,54.0,428.0,40152582,overall,passive,0,4268,138.46897285604632,53.0,426.0,39687977,0,18806,parent_pool,1497,32.03911450701277,23.0,88.0,9183051,127008,76952,82660,28478,79921,178221,286620,1.0,14727,test,R,1479,10.622761844951503,5.0,39.0,3044696,63375,checked_out_bounded,existing_train_val_minocc100
666095,947996,389559,583248,5207,2262,86.68351955620517,41.0,233.0,115943975,4508,140.12188807189236,54.0,428.0,187420732,overall,passive,0,4503,138.49868902587184,53.0,426.0,185249614,0,88212,parent_pool,2253,32.247875414468936,23.0,89.0,43133307,592667,358859,386029,132368,372681,832506,1337555,1.0,69483,train,R,2241,10.672548792386108,5.0,39.0,14275121,295046,checked_out_bounded,existing_train_val_minocc100
142782,203301,83318,124957,3416,2156,86.36184621396349,41.0,233.0,24752946,4264,139.48872196190763,54.0,428.0,39980118,overall,passive,0,4258,137.86631381729754,53.0,426.0,39515105,0,18880,parent_pool,1586,32.12754911572506,23.0,88.0,9208366,126961,76890,82768,28224,79991,178404,286619,1.0,14870,val,R,1485,10.721215271841713,5.0,39.0,3072904,63312,checked_out_bounded,existing_train_val_minocc100
0,103112,98113,165535,535,1550,57.86345136041744,39.0,150.0,11643573,3032,79.66178158777488,54.0,202.0,16029942,conflictWith,passive,0,3027,75.99180022363026,51.0,193.0,15291450,0,35690,parent_pool,1513,36.77632500931793,24.0,97.0,7400316,112754,2030,86441,1994,2030,197201,201225,1.0,17233,overall,R,1466,16.180265871536836,8.0,56.0,3255874,17093,checked_out_bounded,existing_train_val_minocc100
0,191905,264504,430193,601,2191,189.30814466848813,233.0,258.0,86401941,4302,345.96326102246013,428.0,452.0,157900746,distinct,passive,0,4301,343.5348382700604,426.0,449.0,156792392,0,26216,parent_pool,550,26.269332988613282,27.0,39.0,11989560,264529,0,191880,47,46,456316,456409,1.0,23458,overall,R,316,2.618631534435123,1.0,11.0,1195167,2306,checked_out_bounded,existing_train_val_minocc100
124833,124833,15516,11223,93,1543,31.97211950209834,24.0,81.0,4487255,3012,43.61859364869005,30.0,116.0,6121826,inverse,passive,0,3006,43.00478093894506,30.0,114.0,6035678,0,4293,parent_pool,1505,20.799820447598485,14.0,57.0,2919234,15619,0,124730,425,0,139924,140349,1.0,3062,overall,R,1485,13.812716870088137,8.0,37.0,1938601,89997,checked_out_bounded,existing_train_val_minocc100
195512,195512,4488,3388,1698,942,27.03975,17.0,72.0,5407950,1818,35.41042,20.0,100.0,7082084,itemRequiresStatement,passive,0,1817,35.813875,21.0,100.0,7162775,0,1100,parent_pool,908,13.85935,8.0,44.0,2771870,54688,145062,250,35266,147490,17244,200000,1.0,966,overall,R,891,8.286635,4.0,31.0,1657327,144036,checked_out_bounded,existing_train_val_minocc100
0,0,13709,3586,73,649,75.78678240571887,69.0,142.0,1038961,1046,106.83682252534831,96.0,204.0,1464626,oneOf,passive,0,1019,106.13655262965935,95.0,204.0,1455026,0,10123,parent_pool,513,29.87803632650084,24.0,72.0,409598,13709,0,0,0,0,13709,13709,1.0,9439,overall,R,229,14.161572689474069,8.0,47.0,194141,579,checked_out_bounded,existing_train_val_minocc100
0,107946,131500,204306,1160,2262,69.46212924834828,42.0,251.0,16632429,4508,107.65531268010324,58.0,374.0,25777634,single,passive,0,4503,105.04434820377037,55.0,365.0,25152449,0,35140,parent_pool,2253,49.363455643443615,25.0,181.0,11819882,152022,0,87424,19973,0,219473,239446,1.0,32633,overall,R,2241,15.496771714708117,10.0,48.0,3710640,1673,checked_out_bounded,existing_train_val_minocc100
56913,56913,2739,1630,34,774,41.584523570039565,38.0,86.0,2480600,1438,66.93851002481057,60.0,154.0,3993016,symmetric,passive,0,1346,62.578974720042915,56.0,139.0,3732961,0,1109,parent_pool,718,33.46335412056595,30.0,77.0,1996156,59652,0,0,41,0,59611,59652,1.0,969,overall,R,590,21.193975055320863,18.0,49.0,1264263,71,checked_out_bounded,existing_train_val_minocc100
188739,188739,11263,7017,1144,878,40.43953560464395,29.0,116.0,8087988,1616,53.66963330366696,36.0,156.0,10734034,type,passive,0,1601,53.471350286497135,35.0,155.0,10694377,0,4246,parent_pool,800,21.151533484665155,12.0,72.0,4230349,34316,158187,7499,24813,170733,4456,200002,1.0,3719,overall,R,766,11.160978390216098,6.0,40.0,2232218,79726,checked_out_bounded,existing_train_val_minocc100
191003,191003,8998,4458,27,694,45.55312723436383,34.0,107.0,9110671,1254,57.61635191824041,40.0,146.0,11523328,valueRequiresStatement,passive,0,1254,57.87899560502198,41.0,145.0,11575857,0,4540,parent_pool,626,27.203153984230077,18.0,72.0,5440658,120492,79509,0,92600,83130,24271,200001,1.0,4376,overall,R,621,8.335333323333384,6.0,24.0,1667075,79617,checked_out_bounded,existing_train_val_minocc100
194751,194751,5250,1809,302,1610,101.16083419582903,73.0,356.0,20232268,3178,134.63030684846575,88.0,534.0,26926196,valueType,passive,0,3176,132.79799101004494,87.0,524.0,26559731,0,3441,parent_pool,1586,62.73519132404338,39.0,262.0,12547101,18855,127913,53233,13911,129164,56926,200001,1.0,3225,overall,R,1476,16.386993065034673,8.0,52.0,3277415,6635,checked_out_bounded,existing_train_val_minocc100
0,15524,14660,24823,349,737,57.81377551020408,39.0,150.0,1745051,1226,79.7041478929234,54.0,204.0,2405790,conflictWith,passive,0,1210,75.97952557646435,51.0,195.0,2293366,0,5361,parent_pool,612,36.805625496952025,24.0,98.0,1110941,17069,299,12816,285,299,29600,30184,1.0,2539,test,R,573,16.1129075006626,8.0,56.0,486352,2619,checked_out_bounded,existing_train_val_minocc100
0,28847,39615,64477,281,2147,190.08324325903422,233.0,258.0,13013479,4272,347.54193567234375,428.0,452.0,23793416,distinct,passive,0,4268,345.11524641406913,426.0,449.0,23627280,0,3985,parent_pool,377,26.243332067424266,27.0,39.0,1796671,39620,0,28842,9,7,68446,68462,1.0,3549,test,R,214,2.603152113581257,1.0,11.0,178217,370,checked_out_bounded,existing_train_val_minocc100
18817,18817,2292,1714,73,1540,32.09616751148799,24.0,82.0,677518,2996,43.864607513382914,30.0,118.0,925938,inverse,passive,0,2992,43.24558245298214,30.0,116.0,912871,0,578,parent_pool,1497,20.922544886067556,14.0,58.0,441654,2308,0,18801,66,0,21043,21109,1.0,407,test,R,1479,13.954427021649533,8.0,39.0,294564,13596,checked_out_bounded,existing_train_val_minocc100
29342,29342,657,506,976,940,26.861595386512885,17.0,72.0,805821,1814,35.03896796559885,20.0,100.0,1051134,itemRequiresStatement,passive,0,1813,35.45008166938898,21.0,99.0,1063467,0,151,parent_pool,906,13.766658888629621,8.0,44.0,412986,8155,21807,37,5245,22184,2570,29999,1.0,132,test,R,889,8.277975932531085,4.0,31.0,248331,21662,checked_out_bounded,existing_train_val_minocc100
0,0,2056,525,56,342,74.68239299610894,68.0,140.0,153547,520,105.39591439688716,96.0,200.0,216694,oneOf,passive,0,504,104.71789883268482,95.0,201.0,215300,0,1531,parent_pool,239,29.459143968871594,24.0,70.0,60568,2056,0,0,0,0,2056,2056,1.0,1423,test,R,150,13.86089494163424,8.0,45.0,28498,93,checked_out_bounded,existing_train_val_minocc100
0,16172,19745,30666,697,704,69.3024473090737,42.0,249.0,2489136,1304,107.3429295319765,58.0,370.0,3855436,single,passive,0,1281,104.75003480246123,55.0,360.0,3762307,0,5251,parent_pool,651,49.14360887601971,25.0,177.0,1765091,22841,0,13076,3049,0,32868,35917,1.0,4885,test,R,600,15.328061920539021,10.0,47.0,550538,247,checked_out_bounded,existing_train_val_minocc100
8488,8488,403,257,27,774,41.59205938589585,38.0,87.0,369795,1438,67.00056236643798,60.0,158.0,595702,symmetric,passive,0,1346,62.63716117422112,56.0,141.0,556907,0,146,parent_pool,718,33.49476999212687,30.0,79.0,297802,8891,0,0,7,0,8884,8891,1.0,126,test,R,309,21.268361264199754,18.0,50.0,189097,11,checked_out_bounded,existing_train_val_minocc100
28306,28306,1695,1034,684,870,40.22582580580647,29.0,114.0,1206815,1602,53.34395520149328,36.0,154.0,1600372,type,passive,0,1588,53.14239525349155,36.0,152.0,1594325,0,661,parent_pool,798,20.99456684777174,12.0,71.0,629858,5128,23717,1156,3712,25595,694,30001,1.0,576,test,R,766,11.117329422352588,6.0,39.0,333531,11964,checked_out_bounded,existing_train_val_minocc100
28696,28696,1305,662,23,662,45.78844038532049,34.0,108.0,1373699,1254,57.93940201993267,40.0,148.0,1738240,valueRequiresStatement,passive,0,1254,58.200026665777806,41.0,147.0,1746059,0,643,parent_pool,626,27.362221259291356,18.0,72.0,820894,18156,11845,0,14022,12360,3619,30001,1.0,622,test,R,621,8.390086997100097,6.0,24.0,251711,11858,checked_out_bounded,existing_train_val_minocc100
29225,29225,775,276,198,1534,99.72846666666666,72.0,351.0,2991854,2990,132.32866666666666,88.0,512.0,3969860,valueType,passive,0,2986,130.5365,86.0,504.0,3916095,0,499,parent_pool,1493,61.55286666666667,38.0,251.0,1846586,2784,19284,7932,2083,19476,8441,30000,1.0,468,test,R,1474,16.128566666666668,8.0,52.0,483857,955,checked_out_bounded,existing_train_val_minocc100
0,72136,68721,115864,508,1550,57.91122911889363,39.0,149.0,8157202,3032,79.72792264495197,54.0,200.0,11230236,conflictWith,passive,0,3027,76.06378099774949,51.0,192.0,10714116,0,24993,parent_pool,1513,36.809317250828855,24.0,97.0,5184850,78665,1441,60751,1408,1441,138008,140857,1.0,12102,train,R,1466,16.17921722030144,8.0,56.0,2278956,11926,checked_out_bounded,existing_train_val_minocc100
0,134129,185357,301198,527,2191,189.31031406697008,233.0,258.0,60481995,4302,345.9576945468659,428.0,452.0,110528640,distinct,passive,0,4301,343.5293721790626,426.0,449.0,109752825,0,18288,parent_pool,550,26.269326355458457,27.0,39.0,8392682,185375,0,134111,35,32,319419,319486,1.0,16365,train,R,316,2.607960912215246,1.0,11.0,833207,1606,checked_out_bounded,existing_train_val_minocc100
87259,87259,10966,7885,92,1533,31.792283023670144,24.0,81.0,3122797,2994,43.29337744973276,30.0,116.0,4252492,inverse,passive,0,2989,42.68013234919827,29.0,114.0,4192256,0,3081,parent_pool,1496,20.637332654619495,14.0,57.0,2027102,11036,0,87189,307,0,97918,98225,1.0,2207,train,R,1477,13.656961058793586,8.0,37.0,1341455,62947,checked_out_bounded,existing_train_val_minocc100
136844,136844,3157,2362,1570,942,27.13640616852737,17.0,73.0,3799124,1818,35.587931514774894,20.0,100.0,4982346,itemRequiresStatement,passive,0,1817,35.98916436311169,21.0,100.0,5038519,0,795,parent_pool,908,13.927343376118742,8.0,44.0,1949842,38407,101420,174,24763,103095,12143,140001,1.0,693,train,R,891,8.32791908629224,4.0,31.0,1165917,100679,checked_out_bounded,existing_train_val_minocc100
0,0,9596,2495,68,649,76.14130887869946,69.0,144.0,730652,1046,107.28636932055024,96.0,206.0,1029520,oneOf,passive,0,1019,106.56617340558566,96.0,205.0,1022609,0,7101,parent_pool,513,30.09868695289704,24.0,73.0,288827,9596,0,0,0,0,9596,9596,1.0,6626,train,R,229,14.318987077949146,8.0,48.0,137405,399,checked_out_bounded,existing_train_val_minocc100
0,75636,91976,143012,1064,2262,69.60219435362623,42.0,255.0,11666163,4508,107.95031382001288,58.0,380.0,18093768,single,passive,0,4503,105.33939097439324,55.0,369.0,17656146,0,24600,parent_pool,2253,49.50966517910412,25.0,183.0,8298414,106283,0,61329,13979,0,153633,167612,1.0,22851,train,R,2241,15.507153425769038,10.0,48.0,2599185,1163,checked_out_bounded,existing_train_val_minocc100
39848,39848,1928,1133,33,674,41.553954423592494,37.0,86.0,1735958,1234,66.8942454998085,60.0,154.0,2794574,symmetric,passive,0,1229,62.53707870547683,56.0,138.0,2612549,0,795,parent_pool,617,33.44130601302183,30.0,77.0,1397044,41776,0,0,31,0,41745,41776,1.0,703,train,R,590,21.18855323630793,18.0,48.0,885173,44,checked_out_bounded,existing_train_val_minocc100
132109,132109,7892,4918,1040,878,40.405989957214594,28.0,116.0,5656879,1616,53.63467403804258,36.0,156.0,7508908,type,passive,0,1601,53.43932543338976,35.0,155.0,7481559,0,2974,parent_pool,800,21.146941807558516,12.0,72.0,2960593,23929,110870,5202,17278,119607,3116,140001,1.0,2610,train,R,766,11.166191670059499,6.0,40.0,1563278,55927,checked_out_bounded,existing_train_val_minocc100
133720,133720,6280,3099,27,694,45.584157142857144,34.0,107.0,6381782,1220,57.661457142857145,40.0,146.0,8072604,valueRequiresStatement,passive,0,1210,57.92001428571429,41.0,145.0,8108802,0,3181,parent_pool,609,27.226085714285713,18.0,72.0,3811652,84397,55603,0,64848,58127,17025,140000,1.0,3063,train,R,592,8.329985714285714,6.0,24.0,1166198,55683,checked_out_bounded,existing_train_val_minocc100
136315,136315,3686,1282,278,1605,101.50943921829129,73.0,357.0,14211423,3172,135.19649145363246,88.0,538.0,18927644,valueType,passive,0,3170,133.35785458675295,87.0,531.0,18670233,0,2404,parent_pool,1583,63.01598560010286,39.0,264.0,8822301,13203,89525,37273,9719,90379,39903,140001,1.0,2263,train,R,1350,16.45950386068671,8.0,53.0,2304347,4672,checked_out_bounded,existing_train_val_minocc100
0,15452,14732,24848,357,746,57.69016697588126,39.0,150.0,1741320,1338,79.31076066790352,54.0,200.0,2393916,conflictWith,passive,0,1239,75.66816856612775,51.0,192.0,2283968,0,5336,parent_pool,668,36.593062549695205,24.0,97.0,1104525,17020,290,12874,301,290,29593,30184,1.0,2592,val,R,590,16.25251789027299,8.0,56.0,490566,2548,checked_out_bounded,existing_train_val_minocc100
0,28929,39532,64518,283,2156,188.52291085435505,233.0,258.0,12906467,4264,344.4105403076204,428.0,452.0,23578690,distinct,passive,0,4258,341.9799155723697,426.0,449.0,23412287,0,3943,parent_pool,410,26.295365244445744,27.0,39.0,1800207,39534,0,28927,3,7,68451,68461,1.0,3544,val,R,273,2.683907626239757,1.0,11.0,183743,330,checked_out_bounded,existing_train_val_minocc100
18757,18757,2258,1624,71,1543,32.68807994289793,24.0,80.0,686940,3012,44.89155365215322,30.0,116.0,943396,inverse,passive,0,3006,44.280323578396384,30.0,113.0,930551,0,634,parent_pool,1505,21.436021889126813,14.0,57.0,450478,2275,0,18740,52,0,20963,21015,1.0,448,val,R,1485,14.398382108018083,8.0,37.0,302582,13454,checked_out_bounded,existing_train_val_minocc100
29326,29326,674,520,997,941,26.766833333333334,17.0,72.0,803005,1816,34.953466666666664,20.0,100.0,1048604,itemRequiresStatement,passive,0,1815,35.359633333333335,21.0,99.0,1060789,0,154,parent_pool,907,13.634733333333333,8.0,43.0,409042,8126,21835,39,5258,22211,2531,30000,1.0,141,val,R,890,8.102633333333333,4.0,31.0,243079,21695,checked_out_bounded,existing_train_val_minocc100
0,0,2057,566,45,409,75.23675255226057,69.0,140.0,154762,644,106.1798736023335,96.0,204.0,218412,oneOf,passive,0,618,105.55031599416625,95.0,205.0,217117,0,1491,parent_pool,292,29.267379679144383,24.0,70.0,60203,2057,0,0,0,0,2057,2057,1.0,1390,val,R,156,13.727758872143898,8.0,45.0,28238,87,checked_out_bounded,existing_train_val_minocc100
0,16138,19779,30628,737,758,68.96817662945124,42.0,235.0,2477130,1294,106.59102931759334,58.0,360.0,3828430,single,passive,0,1287,103.96180081855388,55.0,350.0,3733996,0,5289,parent_pool,646,48.90099395829273,25.0,176.0,1756377,22898,0,13019,2945,0,32972,35917,1.0,4897,val,R,635,15.617033716624439,10.0,49.0,560917,263,checked_out_bounded,existing_train_val_minocc100
8577,8577,408,240,25,655,41.71919866444073,38.0,84.0,374847,1142,67.08291597106289,62.0,152.0,602740,symmetric,passive,0,1085,62.71619365609349,57.0,139.0,563505,0,168,parent_pool,570,33.53478018920423,31.0,76.0,301310,8985,0,0,3,0,8982,8985,1.0,140,val,R,379,21.145575959933222,19.0,48.0,189993,16,checked_out_bounded,existing_train_val_minocc100
28324,28324,1676,1065,680,743,40.8098,29.0,118.0,1224294,1410,54.15846666666667,36.0,160.0,1624754,type,passive,0,1405,53.94976666666667,36.0,159.0,1618493,0,611,parent_pool,702,21.329933333333333,12.0,74.0,639898,5259,23600,1141,3823,25531,646,30000,1.0,533,val,R,686,11.1803,6.0,39.0,335409,11835,checked_out_bounded,existing_train_val_minocc100
28587,28587,1413,697,21,666,45.173,34.0,106.0,1355190,1036,57.0828,40.0,144.0,1712484,valueRequiresStatement,passive,0,1019,57.36653333333334,40.0,144.0,1720996,0,716,parent_pool,517,26.937066666666666,18.0,71.0,808112,17939,12061,0,13730,12643,3627,30000,1.0,691,val,R,355,8.305533333333333,6.0,23.0,249166,12076,checked_out_bounded,existing_train_val_minocc100
29211,29211,789,251,200,1610,100.96636666666667,73.0,354.0,3028991,3178,134.28973333333334,88.0,520.0,4028692,valueType,passive,0,3176,132.44676666666666,87.0,511.0,3973403,0,538,parent_pool,1586,62.60713333333333,39.0,255.0,1878214,2868,19104,8028,2109,19309,8582,30000,1.0,494,val,R,1476,16.307033333333333,8.0,53.0,489211,1008,checked_out_bounded,existing_train_val_minocc100
97509,221671,421329,498443,2432,2262,107.12189735614308,52.0,258.0,68879380,4508,182.69955209953343,72.0,452.0,117475812,overall,passive,1267794,4503,180.03964230171073,69.0,449.0,115765490,0,47048,parent_pool,2253,30.145199066874028,27.0,66.0,19383363,643000,0,0,0,0,643000,643000,0.3365093254427217,27936,overall,F,2241,10.753231726283047,5.0,40.0,6914328,17268,checked_out_bounded,existing_train_val_minocc100
14523,33257,63116,74790,1331,2147,107.52530273001774,52.0,258.0,10362536,4272,183.55827877102507,72.0,452.0,17690062,overall,passive,190247,4268,180.881958639868,70.0,449.0,17432137,0,7060,parent_pool,1497,30.114928455065215,27.0,66.0,2902266,96373,0,0,0,0,96373,96373,0.33623962040332145,4134,test,F,1479,10.751133616261816,5.0,40.0,1036119,2669,checked_out_bounded,existing_train_val_minocc100
68420,155133,295024,348847,2202,2262,107.10642064879586,52.0,258.0,48214705,4508,182.67328509831015,72.0,452.0,82231658,overall,passive,887398,4503,180.01659865335873,69.0,449.0,81035732,0,32890,parent_pool,2253,30.127617697825425,27.0,66.0,13562158,450157,0,0,0,0,450157,450157,0.3365521417810856,19595,train,F,2241,10.726399900479166,5.0,40.0,4828564,12000,checked_out_bounded,existing_train_val_minocc100
14566,33281,63189,74806,1404,2137,106.7911164092464,52.0,258.0,10302139,4240,181.9642583186483,72.0,452.0,17554092,overall,passive,190149,4238,179.30570125427593,69.0,449.0,17297621,0,7098,parent_pool,1505,30.257479009018347,27.0,66.0,2918939,96470,0,0,0,0,96470,96470,0.33657922189387307,4207,val,F,1485,10.880532808126878,5.0,40.0,1049645,2599,checked_out_bounded,existing_train_val_minocc100
0,52037,58810,97391,448,746,59.89352891823865,38.0,157.0,6639018,1226,81.869622091712,52.0,214.0,9075002,conflictWith,passive,90378,1210,78.11861394534809,49.0,205.0,8659214,0,13456,parent_pool,612,37.96262415762267,24.0,102.0,4208043,110847,0,0,0,0,110847,110847,0.5508609765188223,0,overall,F,573,16.728662029644465,9.0,56.0,1854322,12913,checked_out_bounded,existing_train_val_minocc100
0,0,264436,249330,455,2191,186.60311379691117,233.0,258.0,49344581,4302,340.04283077947025,428.0,452.0,89919566,distinct,passive,191973,4301,337.542588754935,426.0,449.0,89258412,0,15106,parent_pool,550,26.52079520186359,27.0,39.0,7013053,264436,0,0,0,0,264436,264436,0.5793838421240598,13443,overall,F,215,2.0094503017743426,1.0,10.0,531371,1254,checked_out_bounded,existing_train_val_minocc100
0,0,15194,11097,78,1543,58.883769909174674,30.0,120.0,894680,3012,85.57654337238384,38.0,168.0,1300250,inverse,passive,125155,3006,84.47775437672766,37.0,165.0,1283555,0,4097,parent_pool,1505,41.734500460708176,18.0,83.0,634114,15194,0,0,0,0,15194,15194,0.10825869796008522,2913,overall,F,1485,27.00348821903383,6.0,63.0,410291,872,checked_out_bounded,existing_train_val_minocc100
16799,16799,195,178,79,628,39.241438154642815,25.0,102.0,666869,1168,53.98976109215017,34.0,148.0,917502,itemRequiresStatement,passive,183006,1168,53.81428739555137,33.0,146.0,914520,0,17,parent_pool,583,25.921972460868542,16.0,73.0,440518,16994,0,0,0,0,16994,16994,0.08497,0,overall,F,571,18.11815935035895,8.0,56.0,307900,6,checked_out_bounded,existing_train_val_minocc100
0,0,13709,3586,73,649,75.78678240571887,69.0,142.0,1038961,1046,106.83682252534831,96.0,204.0,1464626,oneOf,passive,0,1019,106.13655262965935,95.0,204.0,1455026,0,10123,parent_pool,513,29.87803632650084,24.0,72.0,409598,13709,0,0,0,0,13709,13709,1.0,9439,overall,F,229,14.161572689474069,8.0,47.0,194141,579,checked_out_bounded,existing_train_val_minocc100
0,72125,60121,130549,1070,2262,50.58538632548432,37.0,140.0,6689715,4508,70.68398288038958,50.0,214.0,9347674,single,passive,107200,4503,68.04744188860154,47.0,208.0,8999002,0,1697,parent_pool,2253,30.403437533082286,22.0,76.0,4020733,132246,0,0,0,0,132246,132246,0.5522998922512801,0,overall,F,2241,15.808379837575428,11.0,46.0,2090595,1366,checked_out_bounded,existing_train_val_minocc100
56912,56912,2699,1607,34,774,41.57992652362819,38.0,85.0,2478621,1438,66.91650869805909,60.0,154.0,3988960,symmetric,passive,41,1346,62.562429752897955,56.0,139.0,3729409,0,1092,parent_pool,718,33.452366174028285,30.0,77.0,1994129,59611,0,0,0,0,59611,59611,0.9993126802118957,958,overall,F,590,21.196859639999328,18.0,49.0,1263566,66,checked_out_bounded,existing_train_val_minocc100
965,965,841,743,103,454,54.22868217054263,39.0,153.0,97937,718,69.28349944629015,49.0,200.0,125126,type,passive,198196,709,69.07419712070875,49.0,198.0,124748,0,98,parent_pool,339,27.346622369878183,13.0,94.0,49388,1806,0,0,0,0,1806,1806,0.009029909700902991,0,overall,F,288,13.951273532668882,5.0,57.0,25196,88,checked_out_bounded,existing_train_val_minocc100
19154,19154,5117,3812,19,466,30.965514399901117,23.0,77.0,751564,726,40.05529232417288,28.0,100.0,972182,valueRequiresStatement,passive,175730,707,40.291623748506446,28.0,101.0,977918,0,1305,parent_pool,361,18.34629805117218,12.0,49.0,445283,24271,0,0,0,0,24271,24271,0.12135439322803386,1183,overall,F,235,7.815541180833093,6.0,18.0,189691,83,checked_out_bounded,existing_train_val_minocc100
3679,3679,207,150,73,1585,71.39320638188369,46.0,195.0,277434,3126,93.90735975295934,54.0,288.0,364924,valueType,passive,196115,3127,93.5887802367473,55.0,283.0,363686,0,57,parent_pool,1560,43.36181163149769,24.0,142.0,168504,3886,0,0,0,0,3886,3886,0.019429902850485747,0,overall,F,1264,12.160319094184251,7.0,36.0,47255,41,checked_out_bounded,existing_train_val_minocc100
0,7937,8860,14725,282,737,59.80210751919986,38.0,159.0,1004496,1226,81.91343692326011,52.0,218.0,1375900,conflictWith,passive,13387,1210,78.09257605524796,49.0,208.0,1311721,0,2072,parent_pool,612,38.02905280704888,23.0,105.0,638774,16797,0,0,0,0,16797,16797,0.5564868804664723,0,test,F,573,16.708638447341787,9.0,56.0,280655,1993,checked_out_bounded,existing_train_val_minocc100
0,0,39604,37312,194,2147,187.85991314008686,233.0,258.0,7440004,4272,342.53226946773054,428.0,452.0,13565648,distinct,passive,28858,4268,340.0324714675285,426.0,449.0,13466646,0,2292,parent_pool,377,26.545550954449045,27.0,39.0,1051310,39604,0,0,0,0,39604,39604,0.5784814933831907,2021,test,F,153,1.9895212604787396,1.0,9.0,78793,211,checked_out_bounded,existing_train_val_minocc100
0,0,2242,1693,56,1540,59.663693131132916,30.0,132.0,133766,2996,87.34968777876895,38.0,172.0,195838,inverse,passive,18867,2992,86.22881355932203,36.0,169.0,193325,0,549,parent_pool,1497,42.61507582515611,17.0,85.0,95543,2242,0,0,0,0,2242,2242,0.10621062106210621,390,test,F,1479,27.999107939339876,6.0,66.0,62774,122,checked_out_bounded,existing_train_val_minocc100
2509,2509,24,21,42,610,40.25977102250296,25.0,108.0,101978,1148,55.45677062771417,34.0,158.0,140472,itemRequiresStatement,passive,27466,1147,55.269640742202924,33.0,157.0,139998,0,3,parent_pool,573,26.658902487169364,16.0,78.0,67527,2533,0,0,0,0,2533,2533,0.08443614787159572,0,test,F,562,18.75246742992499,8.0,58.0,47500,2,checked_out_bounded,existing_train_val_minocc100
0,0,2056,525,56,342,74.68239299610894,68.0,140.0,153547,520,105.39591439688716,96.0,200.0,216694,oneOf,passive,0,504,104.71789883268482,95.0,201.0,215300,0,1531,parent_pool,239,29.459143968871594,24.0,70.0,60568,2056,0,0,0,0,2056,2056,1.0,1423,test,F,150,13.86089494163424,8.0,45.0,28498,93,checked_out_bounded,existing_train_val_minocc100
0,10797,9021,19564,589,704,50.220506610152384,37.0,138.0,995270,1304,70.09778988798062,50.0,208.0,1389198,single,passive,16099,1281,67.45398122918559,47.0,203.0,1336803,0,254,parent_pool,651,30.045312342315068,22.0,73.0,595438,19818,0,0,0,0,19818,19818,0.5517721413258345,0,test,F,600,15.655868402462408,11.0,44.0,310268,207,checked_out_bounded,existing_train_val_minocc100
8488,8488,396,254,27,774,41.593764070238635,38.0,87.0,369519,1438,66.9718595227375,60.0,158.0,594978,symmetric,passive,7,1346,62.619990995047274,56.0,141.0,556316,0,142,parent_pool,718,33.48041422782531,30.0,79.0,297440,8884,0,0,0,0,8884,8884,0.9992126869868406,123,test,F,309,21.278140477262493,19.0,50.0,189035,10,checked_out_bounded,existing_train_val_minocc100
151,151,130,114,42,311,55.84341637010676,39.0,150.0,15692,382,70.5693950177936,52.0,198.0,19830,type,passive,29720,374,70.2491103202847,53.0,194.0,19740,0,16,parent_pool,181,28.2135231316726,14.0,96.0,7928,281,0,0,0,0,281,281,0.009366354454851506,0,test,F,141,14.135231316725978,6.0,53.0,3972,15,checked_out_bounded,existing_train_val_minocc100
2859,2859,760,566,13,182,30.704061895551256,23.0,76.0,111118,316,39.652390163028464,28.0,100.0,143502,valueRequiresStatement,passive,26382,290,39.90135396518375,28.0,101.0,144403,0,194,parent_pool,157,18.140922906880352,12.0,49.0,65652,3619,0,0,0,0,3619,3619,0.12062931235625479,177,test,F,110,7.821773970710141,6.0,19.0,28307,10,checked_out_bounded,existing_train_val_minocc100
516,516,23,16,30,423,68.9165120593692,47.0,194.0,37146,806,89.05751391465677,54.0,284.0,48002,valueType,passive,29461,807,88.8404452690167,55.0,281.0,47885,0,7,parent_pool,400,40.975881261595546,24.0,140.0,22086,539,0,0,0,0,539,539,0.017966666666666666,0,test,F,235,11.719851576994435,7.0,32.0,6317,6,checked_out_bounded,existing_train_val_minocc100
