state,factor_family,factor_type,support,positive_rate,accuracy,precision,recall,f1,auroc,auprc,ece
pre,conflictWith,3,1843471,0.7164360057738907,0.8956468531373697,0.9330942856550667,0.9203349059496687,0.9266706767330005,0.9600241170411432,0.9837703228188914,0.19931699813025028
pre,distinct,2,431550,0.9406951685783802,0.9974278762599931,0.9996963660196547,0.9975687080158736,0.9986314037358979,0.999430078662417,0.9999549113878572,0.0636408139601081
pre,inverse,9,42384,0.3294167610419026,0.9726547753869385,0.9809903073108422,0.9351095831542758,0.9575006417073081,0.9948661014726271,0.9926942836096698,0.6686226657593004
pre,itemRequiresStatement,4,705718,0.9935229085838819,0.9934095488566255,0.9935235730603313,0.9998844750102333,0.9966938753169466,0.7813580721172135,0.9977129989169524,0.007005860953981282
pre,oneOf,12,3331,0.7577304112879015,0.7577304112879015,0.7577304112879015,1.0,0.8621690862510675,0.6628389763106888,0.8215812988931155,0.11064476837663814
pre,single,0,1368781,0.9985768358853607,0.9985768358853607,0.9985768358853607,1.0,0.9992879112330906,0.6027969581072867,0.9990504738585595,0.00029165846081180796
pre,symmetric,14,4698,0.945295870583227,0.945295870583227,0.945295870583227,1.0,0.9718787613524456,0.9226692028734721,0.9919888300084643,0.06967089513912256
pre,type,5,752048,0.9428600302108376,0.9560294023785716,0.9602927318186523,0.9944857814959186,0.9770902036857418,0.9401793096195854,0.9946996165323553,0.021454380792354573
pre,valueRequiresStatement,15,20344,0.9631340935902477,0.9631340935902477,0.9631340935902477,1.0,0.981220892383194,0.9296766697288285,0.9954341879903177,0.029415576776978095
pre,valueType,16,466401,0.8707635704040085,0.9573950313142553,0.9627303744453283,0.989372730070791,0.9758697444653176,0.9675123242564044,0.9923092375991801,0.0832022273540979
