slice,support,candidate_set_nonempty_rate,candidate_count_mean,oracle_safe_available_rate,selected_safe_rate,oracle_non_vacuous_safe_available_rate,selected_non_vacuous_safe_rate,oracle_paper_metrics,selected_paper_metrics
1,143316,1.0,42.42229758017248,0.34508359150408885,0.23191409193669932,0.09780485081916883,0.03622065924251305,"{'pfr': {'value': 0.9349669948740642, 'numerator': 50707, 'denominator': 54234}, 'local_satisfaction': {'value': 0.7938790267904345, 'numerator': 4572509, 'denominator': 5759705}, 'delta_local_satisfaction': {'value': 0.03662980547944096, 'numerator': 171818, 'denominator': 4690661}, 'sir': {'value': 0.09429710774173622, 'numerator': 123035, 'denominator': 1304759}, 'srr': {'value': 0.0005861623639282262, 'numerator': 1924, 'denominator': 3282367}, 'disruption': {'value': 0.7707094811465572, 'numerator': 110455, 'denominator': 143316}, 'base_deletion_rate': {'value': 0.7312372659019231, 'numerator': 104798, 'denominator': 143316}, 'deletes_base_action_rate': {'value': 0.7312372659019231, 'numerator': 104798, 'denominator': 143316}, 'eppf': {'value': 0.08940885791201092, 'numerator': 4849, 'denominator': 54234}, 'vacuous_improvement': {'value': 0.5380138993552709, 'numerator': 77106, 'denominator': 143316}}","{'pfr': {'value': 0.6278349374930855, 'numerator': 34050, 'denominator': 54234}, 'local_satisfaction': {'value': 0.751765881175381, 'numerator': 3901059, 'denominator': 5189194}, 'delta_local_satisfaction': {'value': 0.015401403692739204, 'numerator': 72262, 'denominator': 4691910}, 'sir': {'value': 0.041281233142072486, 'numerator': 53873, 'denominator': 1305024}, 'srr': {'value': 0.004764339846699302, 'numerator': 15643, 'denominator': 3283351}, 'disruption': {'value': 1.0351740210444054, 'numerator': 148357, 'denominator': 143316}, 'base_deletion_rate': {'value': 0.35173323285606634, 'numerator': 50409, 'denominator': 143316}, 'deletes_base_action_rate': {'value': 0.3621647268972062, 'numerator': 51904, 'denominator': 143316}, 'eppf': {'value': 0.10533982372681344, 'numerator': 5713, 'denominator': 54234}, 'vacuous_improvement': {'value': 0.27016522928354125, 'numerator': 38719, 'denominator': 143316}}"
